term,arousal
truncate,0.6
truncated,0.602
trust,0.547
trusting,0.508
truthfulness,0.549
try,0.551
tryout,0.539
tryouts,0.602
tsunami,0.944
tuberculosis,0.519
tucker,0.558
tufted,0.51
tug,0.604
tugboat,0.51
tumble,0.556
tumor,0.664
tumour,0.627
tumult,0.64
tumultuous,0.622
turbidity,0.607
turbine,0.549
turbo,0.729
turbulence,0.922
turbulent,0.792
turd,0.519
turmoil,0.888
turnaround,0.654
turned,0.538
turning,0.684
turnoff,0.56
turnout,0.692
turpentine,0.539
turret,0.5
tussle,0.919
twats,0.588
twinge,0.72
twinkle,0.724
twirl,0.647
twisted,0.736
twister,0.68
twit,0.653
twitch,0.74
twitching,0.7
twitchy,0.918
twofaced,0.62
twosome,0.544
tycoon,0.596
typhoon,0.796
typist,0.559
tyrannical,0.86
tyranny,0.792
tyrant,0.85
ubiquitous,0.571
ugly,0.63
uhoh,0.622
ulcer,0.596
ulterior,0.509
ultimate,0.645
ultimatum,0.855
ultrasound,0.594
umpire,0.592
unabashed,0.614
unaccountable,0.6
unafraid,0.52
unannounced,0.588
unanticipated,0.775
unattainable,0.635
unavoidable,0.58
unbalanced,0.596
unbearable,0.798
unbeatable,0.719
unbeaten,0.76
unbelief,0.582
unbelievable,0.79
unbounded,0.6
unbreakable,0.573
unbridled,0.759
unbutton,0.539
uncensured,0.649
uncertain,0.5
uncivilized,0.6
unclean,0.529
uncomfortable,0.61
uncompromising,0.531
unconscionable,0.618
unconstitutional,0.588
unconstrained,0.64
uncontrollable,0.79
uncontrolled,0.891
unconventional,0.509
unconvincing,0.532
uncouth,0.761
uncover,0.552
undead,0.635
undefeated,0.752
undercover,0.627
undercurrent,0.582
undergo,0.554
undergraduate,0.5
underrated,0.52
undertake,0.702
undertaker,0.696
undertaking,0.53
undertow,0.639
underwear,0.546
underworld,0.676
underwrite,0.52
undeserved,0.552
undesirable,0.644
undetectable,0.539
undignified,0.627
undisputed,0.588
undress,0.9
undressed,0.755
undue,0.573
undying,0.5
unearth,0.635
uneasiness,0.798
uneasy,0.598
unending,0.519
unequivocally,0.668
unexpected,0.72
unexpectedly,0.759
unexplained,0.531
unexplored,0.64
unfailing,0.635
unfairness,0.817
unfaithful,0.806
unfamiliar,0.558
unfettered,0.65
unflinching,0.606
unfold,0.51
unforeseen,0.714
unforgettable,0.561
unforgivable,0.743
unforgiving,0.63
unfounded,0.52
unfriendly,0.67
unguarded,0.578
unhappiness,0.63
unhappy,0.5
unhealthy,0.549
unheard,0.539
unholy,0.56
unhook,0.592
unicorn,0.51
uniformed,0.519
unimaginable,0.634
unimpeachable,0.55
unintentional,0.538
university,0.574
unjust,0.625
unjustifiable,0.596
unjustified,0.541
unknowable,0.54
unlawful,0.759
unleash,0.775
unlicensed,0.574
unlimited,0.623
unload,0.639
unmanageable,0.666
unmask,0.69
unmatched,0.536
unmistakable,0.571
unnatural,0.587
unorganised,0.5
unorganized,0.657
unpack,0.528
unpleasant,0.612
unpleasantness,0.724
unpredictable,0.769
unprotected,0.582
unpunished,0.594
unquestionably,0.63
unquestioned,0.509
unravel,0.598
unreachable,0.679
unrealistic,0.5
unreasonable,0.702
unrelenting,0.79
unrest,0.577
unrestrained,0.775
unruly,0.745
unsafe,0.562
unsanitary,0.592
unsatisfactory,0.52
unsatisfied,0.547
unsavory,0.637
unscrupulous,0.727
unseat,0.5
unsettled,0.647
unsightly,0.559
unspeakable,0.567
unstable,0.587
unsteady,0.5
unstoppable,0.887
unsuitable,0.528
unsure,0.58
unsurpassed,0.569
unsuspecting,0.509
unsustainable,0.65
unsympathetic,0.62
untamed,0.778
untenable,0.637
untidy,0.61
untimely,0.676
untouchable,0.602
untoward,0.555
untraceable,0.674
untrained,0.529
untrue,0.5
unutterable,0.592
unveiling,0.57
unwanted,0.546
unwarranted,0.5
unwavering,0.63
unwed,0.595
unwell,0.64
unwillingly,0.548
unwise,0.61
unwitting,0.526
unwittingly,0.51
unyielding,0.806
unzip,0.52
upbeat,0.531
update,0.535
upgrade,0.5
upheaval,0.83
uphill,0.723
upland,0.578
uplift,0.779
uplifting,0.548
uplink,0.51
upload,0.683
upper,0.529
uppercut,0.6
uppity,0.546
uprising,0.777
uproar,0.902
upscale,0.526
upset,0.68
upstart,0.5
uptight,0.716
uranium,0.58
urban,0.528
urchin,0.51
urge,0.68
urgency,0.908
urgent,0.918
urinal,0.51
urinalysis,0.532
urinate,0.5
urn,0.52
usefulness,0.519
usurp,0.818
usurped,0.78
usury,0.679
utmost,0.74
utterance,0.64
vaccination,0.578
vaccine,0.52
vagabond,0.531
vagina,0.87
vaginal,0.765
vagrancy,0.567
vagrant,0.548
valentine,0.615
valiant,0.745
valuable,0.547
valuables,0.625
value,0.582
vamp,0.794
vampire,0.802
vandal,0.792
vandalism,0.904
vanguard,0.64
vanished,0.566
vanishing,0.55
vanity,0.54
vanquish,0.76
vanquished,0.529
vanquishing,0.748
vantage,0.632
variation,0.561
variations,0.548
varicella,0.593
varied,0.701
variegated,0.549
varmint,0.5
varsity,0.594
vasectomy,0.663
vassal,0.525
vast,0.535
vehement,0.5
vehicle,0.565
velocity,0.769
vendetta,0.784
vending,0.565
vendor,0.541
veneration,0.65
venereal,0.654
vengeance,0.927
vengeful,0.84
venom,0.77
venomous,0.841
venous,0.571
vent,0.519
ventricular,0.549
ventriloquist,0.6
venture,0.81
veracity,0.724
verbiage,0.56
verdict,0.689
vermin,0.712
versatile,0.625
versatility,0.585
versus,0.5
vertex,0.51
vertigo,0.655
verve,0.84
very negative,0.521
very positive,0.551
veryangry,0.714
vesicle,0.509
vexed,0.802
viability,0.5
vibes,0.688
vibrant,0.824
vibrate,0.698
vibration,0.657
vibrator,0.798
vibratory,0.69
vice,0.778
vicious,0.694
victim,0.676
victimized,0.644
victor,0.587
victoria,0.811
victorious,0.886
victory,0.735
video,0.577
video game,0.765
vigilance,0.615
vigilant,0.643
vigilante,0.627
vigor,0.755
vigorous,0.77
viking,0.755
vile,0.537
villain,0.892
villainous,0.84
vindicate,0.596
vindication,0.632
vindictive,0.83
violate,0.97
violation,0.892
violence,0.933
violent,0.918
violently,0.97
viper,0.846
viral,0.612
virginal,0.577
virginity,0.676
virility,0.67
virology,0.569
virtual,0.532
virtually,0.521
virtuoso,0.591
virtuous,0.53
virulence,0.533
virus,0.74
viscosity,0.521
visionary,0.565
vital,0.716
vitality,0.565
vitals,0.604
viva,0.567
vivacious,0.82
vivid,0.627
vixen,0.615
vocalist,0.596
vodka,0.632
volatile,0.786
volatility,0.755
volcanic,0.91
volcano,0.844
volition,0.587
volleyball,0.7
voltage,0.855
voltmeter,0.596
volunteering,0.614
voluptuous,0.719
vomit,0.569
vomiting,0.78
voodoo,0.6
voracious,0.892
vortex,0.691
vote,0.5
voter,0.538
voting,0.602
vow,0.51
voyage,0.714
voyager,0.596
voyeur,0.615
vulgar,0.82
vulgarity,0.87
vulnerability,0.51
vulture,0.604
wacko,0.574
wacky,0.72
wade,0.656
wager,0.816
wail,0.724
waitinggame,0.549
waitress,0.531
waive,0.559
waiver,0.63
walkout,0.853
wallop,0.79
wallow,0.878
wanderer,0.519
wanker,0.569
wannabe,0.547
want,0.642
wanton,0.739
war,0.892
warcrimes,0.852
warden,0.627
wardrobe,0.51
warfare,0.885
warhead,0.756
warlike,0.847
warlock,0.558
warlord,0.796
warming,0.637
warms,0.58
warn,0.647
warned,0.604
warning,0.774
warpath,0.676
warped,0.663
warren,0.57
warrior,0.863
warship,0.89
wartime,0.912
wasp,0.62
waste,0.51
wasted,0.558
wasteful,0.73
watchdog,0.811
watchman,0.509
watchout,0.53
water polo,0.67
waver,0.63
ways,0.56
wayward,0.573
wealth,0.637
wealthy,0.566
weapon,0.84
weaponry,0.84
wearing,0.52
wed,0.549
wedding,0.802
wedlock,0.654
weeding,0.528
weeds,0.551
weeeee,0.63
weekend,0.625
weep,0.621
weeping,0.688
weepy,0.615
weights,0.5
weird,0.66
weirdo,0.539
welcome,0.555
welcomed,0.585
welcoming,0.527
welder,0.679
welding,0.569
welt,0.632
wench,0.519
werewolf,0.811
western,0.5
whack,0.816
whaling,0.717
whatif,0.528
whatmakesmesmile,0.588
whim,0.68
whimper,0.545
whimsical,0.637
whimsy,0.639
whine,0.686
whiny,0.548
whip,0.899
whiplash,0.76
whipped,0.804
whirl,0.788
whirlwind,0.915
whisk,0.537
whiskey,0.706
whisky,0.615
whistle,0.551
whiz,0.627
wholesale,0.551
whoo,0.578
whopper,0.598
whopping,0.74
whore,0.88
whorehouse,0.93
wicked,0.8
wickedness,0.727
wicket,0.5
widen,0.538
wield,0.66
wienie,0.509
wife,0.63
wiggle,0.676
wild,0.922
wildcat,0.632
wildfire,0.929
wildlife,0.53
willful,0.719
willing,0.561
willingness,0.5
willpower,0.776
wily,0.67
win,0.694
windbag,0.51
windfall,0.864
winding,0.582
windy,0.541
winger,0.794
wingman,0.578
wink,0.557
winner,0.81
winning,0.712
winnings,0.829
wino,0.535
wintertime,0.516
wintery,0.512
wiretap,0.642
wish,0.583
wishbone,0.531
wishful,0.712
wishing,0.6
wishmeluck,0.582
witch,0.71
witchcraft,0.779
withdrawal,0.541
withering,0.65
withstand,0.548
witness,0.569
wits,0.596
witty,0.707
wiz,0.545
wobble,0.62
wobbly,0.759
woe,0.606
woeful,0.555
woefully,0.58
wokemeup,0.52
wolf,0.712
wolverine,0.673
woman,0.5
womanhood,0.656
womanizer,0.8
womanly,0.615
wonder,0.771
wonderful,0.776
wonderfully,0.76
wonderment,0.679
wondrous,0.679
woo,0.729
woof,0.509
woohoo,0.67
wooing,0.73
wording,0.5
work,0.596
workaholic,0.657
worker,0.598
working,0.585
workings,0.56
workload,0.792
workman,0.618
workout,0.827
workup,0.713
worldly,0.612
worried,0.824
worries,0.679
worry,0.776
worrying,0.75
worse,0.704
worsening,0.685
worshipful,0.648
worstfeeling,0.625
worth,0.51
wound,0.717
wounded,0.77
wounding,0.725
wounds,0.735
wracking,0.607
wrangler,0.574
wrangling,0.865
wrath,0.908
wrathful,0.73
wreak,0.622
wreck,0.77
wrecked,0.618
wrecker,0.716
wrenching,0.833
wrest,0.75
wrestle,0.89
wrestler,0.863
wrestling,0.868
wretch,0.667
wretched,0.56
wriggle,0.627
wright,0.528
wring,0.656
wringer,0.519
wrong,0.582
wrongdoing,0.745
wrongful,0.68
wrongly,0.55
wrought,0.559
wry,0.548
xenophobia,0.771
xmas,0.717
xoxo,0.52
yaaaay,0.677
yaaay,0.61
yaay,0.575
yacht,0.67
yachting,0.635
yahoo,0.583
yank,0.63
yaw,0.592
yay,0.575
yayy,0.587
yayyy,0.7
yayyyy,0.613
yeahhh,0.792
yeahhhh,0.721
yearning,0.51
yehey,0.53
yell,0.798
yeller,0.5
yelling,0.939
yelp,0.709
yesss,0.657
yessss,0.796
yey,0.53
yield,0.578
yielding,0.643
yo-yo,0.643
yoke,0.62
young,0.52
youngster,0.557
yousuck,0.614
youth,0.608
yucky,0.806
yummy,0.55
yuppie,0.61
zany,0.641
zeal,0.741
zealot,0.793
zealous,0.829
zeppelin,0.55
zest,0.769
zesty,0.528
zigzag,0.606
zillion,0.559
zippy,0.523
zombie,0.648
zoo,0.52
zoom,0.52
