term,arousal
somewhat negative,0.48
son,0.365
sonar,0.48
sonata,0.406
song,0.413
sonice,0.356
sonnet,0.294
soot,0.328
soothe,0.194
soothing,0.179
sophisticated,0.481
sophistication,0.472
sophomore,0.415
soppy,0.355
sorghum,0.358
sorrow,0.235
sorrowful,0.422
sorry,0.362
sort,0.389
sorter,0.412
sortie,0.45
sorting,0.4
soslow,0.312
sostressed,0.481
sosweet,0.354
sou,0.39
soul,0.22
soulful,0.331
soundness,0.377
soundproof,0.39
soup,0.245
source,0.318
south,0.265
southbound,0.37
southeast,0.283
southern,0.269
southpaw,0.389
southwest,0.314
souvenir,0.311
sow,0.43
soy,0.25
soy sauce,0.382
soybean,0.25
spa,0.151
space,0.317
spacing,0.425
spacious,0.365
spaghetti,0.353
spam,0.354
span,0.33
spaniel,0.435
spar,0.438
spare,0.398
spareribs,0.431
sparingly,0.353
sparkling,0.418
sparrow,0.46
sparse,0.367
spat,0.413
spatula,0.198
speak,0.472
spec,0.426
speciality,0.47
specially,0.398
specialty,0.479
specie,0.471
species,0.33
specific,0.388
specification,0.479
specify,0.405
specimen,0.444
speck,0.245
speckled,0.263
specs,0.398
spectrometer,0.452
spectrophotometer,0.484
speculum,0.469
speech,0.47
speechless,0.32
spell,0.38
spelling,0.357
spencer,0.394
spent,0.296
sphere,0.277
spherical,0.308
sphinx,0.324
spic,0.455
spice,0.439
spigot,0.346
spin,0.422
spinach,0.2
spinal,0.491
spindle,0.41
spine,0.461
spineless,0.387
spinster,0.368
spire,0.358
spirit,0.37
spiritual,0.327
spirituality,0.281
spittoon,0.426
splash,0.412
splat,0.433
spleen,0.255
splice,0.46
spline,0.398
splint,0.4
splinter,0.422
splurge,0.481
spoke,0.433
spoken,0.363
spokesman,0.48
spokesperson,0.453
sponge,0.192
spongy,0.324
spool,0.389
spoon,0.236
spoonful,0.208
sporadic,0.394
spore,0.408
spot,0.18
spotless,0.327
spotlight,0.353
spotted,0.472
spotter,0.491
spout,0.357
spray,0.41
spreader,0.48
spring,0.37
springtime,0.439
sprinkle,0.404
sprinkler,0.434
sprite,0.438
spruce,0.288
spud,0.423
spurious,0.48
squamous,0.446
square,0.34
squatter,0.361
squaw,0.441
squawk,0.48
squid,0.398
squint,0.461
squire,0.459
squirrel,0.358
squirt,0.46
squishy,0.333
stability,0.264
stabilize,0.427
stabilizer,0.353
stable,0.204
stack,0.282
staff,0.274
stag,0.25
stage,0.306
stagnation,0.324
staid,0.29
stain,0.324
stained,0.46
stainless,0.329
stair,0.354
staircase,0.347
stairs,0.439
stairwell,0.292
stale,0.461
stalemate,0.354
stalk,0.272
stall,0.245
stalls,0.378
stalwart,0.43
stamp,0.327
stance,0.333
stand,0.324
standard,0.143
standardize,0.353
standardized,0.324
standby,0.224
standing,0.317
standpoint,0.388
standstill,0.203
stanza,0.343
staph,0.48
staple,0.306
stapler,0.264
star,0.418
star fruit,0.433
starboard,0.388
starch,0.354
stardust,0.41
stare,0.43
starfish,0.32
stargazing,0.461
staring,0.306
starlet,0.471
starlight,0.368
starling,0.49
start,0.43
starter,0.461
stat,0.46
state,0.32
stateroom,0.38
stateside,0.48
statesman,0.49
static,0.25
staticky,0.278
statics,0.29
station,0.367
stationary,0.24
stationery,0.12
statistic,0.42
statistical,0.353
statistician,0.36
stator,0.453
statuary,0.281
statue,0.153
statuette,0.433
stature,0.353
status,0.377
statute,0.33
statutory,0.376
staunch,0.363
stave,0.333
stay,0.275
stayaway,0.284
stayed,0.27
stays,0.363
stead,0.214
steadfast,0.433
steady,0.186
steak,0.359
steakhouse,0.379
stealth,0.27
stealthily,0.294
stealthy,0.363
steam,0.413
steamer,0.442
steamship,0.49
steel,0.42
steer,0.49
steering,0.431
stem,0.191
stencil,0.327
stenographer,0.408
step,0.321
stepfather,0.491
steppe,0.321
steps,0.349
stepson,0.406
stereoscopic,0.417
stereotype,0.422
sterile,0.471
sterling,0.481
stern,0.394
sternum,0.422
stethoscope,0.377
stew,0.373
steward,0.238
stewardess,0.491
stewardship,0.44
stick,0.364
sticker,0.306
sticking,0.425
stickler,0.471
stiff,0.459
stile,0.359
stiletto,0.43
stillness,0.125
stillwaiting,0.393
stink,0.481
stint,0.326
stitching,0.382
stock,0.418
stockade,0.402
stocking,0.324
stockings,0.365
stockpile,0.315
stockroom,0.312
stoic,0.473
stomach,0.402
stone,0.183
stonewall,0.457
stoneware,0.3
stony,0.494
stooge,0.406
stool,0.269
stools,0.382
stoop,0.43
stoopid,0.431
stopover,0.327
stoppage,0.491
stopper,0.336
stopping,0.382
storage,0.406
storefront,0.217
storehouse,0.25
storeroom,0.217
storing,0.378
story,0.406
storybook,0.306
storyteller,0.357
storytelling,0.375
stound,0.473
stove,0.391
stow,0.365
stowaway,0.481
straight,0.298
straightforward,0.15
straightway,0.444
strait,0.433
straits,0.269
strand,0.406
stranded,0.459
stranger,0.449
strap,0.417
strapless,0.462
strapping,0.413
strata,0.457
stratification,0.49
stratum,0.307
straw,0.29
strawberry,0.27
streaked,0.426
streaming,0.481
street,0.324
streetlight,0.268
stressfree,0.08
stressrelief,0.417
stretcher,0.196
string,0.398
strings,0.292
stripe,0.302
striped,0.373
stroke,0.44
stroll,0.415
stroller,0.398
structural,0.425
structure,0.356
strudel,0.417
strut,0.48
stub,0.32
stubble,0.442
stubby,0.37
stucco,0.292
stuckup,0.48
studded,0.412
student,0.318
studied,0.306
studio,0.265
study,0.361
stuff,0.367
stuffed animal,0.255
stuffing,0.324
stunted,0.472
stuntman,0.482
stupidity,0.418
sturgeon,0.473
stutter,0.469
style,0.472
styling,0.378
stylish,0.49
stylist,0.445
suave,0.265
sub,0.37
subcommittee,0.467
subconscious,0.375
subcutaneous,0.444
subdivide,0.433
subdivision,0.455
subdued,0.463
subdural,0.491
subject,0.344
subjection,0.408
subjective,0.35
sublevel,0.298
sublimation,0.39
sublime,0.333
submarine,0.481
submersible,0.459
submissive,0.217
submit,0.448
subordinate,0.392
subplot,0.413
subscribe,0.344
subscriber,0.398
subscription,0.333
subsequent,0.385
subsequently,0.337
subservient,0.402
subset,0.358
subside,0.308
subsidiary,0.295
subsidy,0.462
subsist,0.418
subsistence,0.404
subsoil,0.24
subspace,0.453
substance,0.422
substandard,0.333
substantial,0.49
substantially,0.471
substantive,0.35
substation,0.461
substitute,0.406
substitution,0.48
substructure,0.358
subterranean,0.306
subtext,0.276
subtitle,0.202
subtle,0.167
subtlety,0.176
subtract,0.33
subtraction,0.382
subtype,0.296
suburban,0.45
suburbia,0.49
subway,0.3
succession,0.481
successive,0.471
succinct,0.413
sucker,0.393
suds,0.365
suede,0.259
suffice,0.326
sufficiency,0.438
sufficient,0.33
sufficiently,0.367
suffix,0.42
sugar,0.382
suggest,0.471
suggestion,0.365
suit,0.282
suitable,0.298
suitcase,0.212
suite,0.42
sulfate,0.352
sullen,0.407
sulphur,0.45
sultan,0.423
sum,0.34
summarily,0.431
summarize,0.323
summary,0.26
summation,0.337
summer,0.373
summerhouse,0.308
sumo,0.394
sump,0.451
sun,0.4
sunbeam,0.44
sundae,0.414
sunday,0.196
sundial,0.225
sundown,0.276
sundry,0.369
sunflower,0.231
sunglass,0.264
sunglasses,0.443
sunken,0.476
sunless,0.28
sunlight,0.407
sunny,0.348
sunrise,0.347
sunroof,0.325
sunscreen,0.387
sunset,0.231
sunshine,0.297
sunup,0.304
sup,0.358
superannuation,0.412
superficial,0.407
superfluous,0.469
supervisor,0.479
supper,0.429
suppertime,0.388
supplement,0.406
supplemental,0.404
supplementary,0.352
supplier,0.462
supplies,0.39
support,0.472
supported,0.408
supporting,0.49
supportive,0.42
suppose,0.343
supposed,0.378
supposing,0.451
supposition,0.408
sure,0.27
surety,0.365
surface,0.375
surly,0.469
surmise,0.4
surname,0.25
surrender,0.396
surrendering,0.411
surrounding,0.422
surroundings,0.346
survey,0.357
surveying,0.455
surveyor,0.337
susceptible,0.449
sushi,0.343
suspend,0.32
suspended,0.402
suspenders,0.333
sustain,0.358
sustained,0.34
suv,0.431
swab,0.364
swamp,0.425
swamped,0.48
swampy,0.39
swan,0.225
swastika,0.472
sweater,0.245
sweatshirt,0.368
sweep,0.385
sweeping,0.431
sweet,0.418
sweeten,0.455
sweetened,0.461
sweetener,0.333
sweetheart,0.423
sweetness,0.474
sweets,0.422
swig,0.481
swim,0.461
swimsuit,0.373
swipe,0.45
swivel,0.48
sycamore,0.401
syllable,0.25
syllabus,0.37
symbiotic,0.425
symbol,0.388
symbolic,0.385
symbolically,0.385
symbolism,0.347
symbolize,0.327
symmetric,0.212
symmetrical,0.263
symmetry,0.274
sympathetic,0.434
sympathy,0.497
symphony,0.49
symposium,0.394
symptomatic,0.434
synagogue,0.3
synapse,0.471
sync,0.44
synchronize,0.361
syndicate,0.491
synod,0.377
synonym,0.21
synonymous,0.323
synopsis,0.39
syntax,0.346
synthesis,0.315
synthesizer,0.41
synthetic,0.35
syrup,0.223
system,0.346
systematic,0.444
systematically,0.39
t-shirt,0.286
tab,0.208
tabby,0.426
tabernacle,0.48
table,0.17
tableau,0.302
tablecloth,0.165
tablespoon,0.353
tablet,0.33
tableware,0.25
tabloid,0.365
tabular,0.33
tabulate,0.403
tabulation,0.346
tachometer,0.394
tacit,0.34
tack,0.431
tacky,0.49
taco,0.353
tact,0.417
tactful,0.292
tactic,0.434
tactical,0.481
tactile,0.41
tad,0.24
tadpole,0.434
taffeta,0.279
taffy,0.431
tag,0.353
tail,0.272
tailed,0.358
tailgate,0.34
tailings,0.311
taillight,0.367
tailor,0.206
tailpipe,0.429
taint,0.425
takeout,0.392
talcum,0.196
tale,0.3
talk,0.346
tallies,0.29
tallow,0.283
tally,0.42
tampon,0.394
tan,0.46
tandem,0.406
tang,0.383
tangent,0.373
tangerine,0.271
tangible,0.35
tank,0.454
tank top,0.371
tantamount,0.288
taoism,0.25
tap,0.37
tape,0.277
tape measure,0.25
taper,0.41
tapering,0.38
tapestry,0.176
tapeworm,0.334
tapioca,0.297
taps,0.378
tar,0.44
tardiness,0.452
targeting,0.42
tariff,0.402
tarmac,0.302
tarnish,0.441
tarot,0.422
tarp,0.21
tarry,0.413
tart,0.38
tartan,0.423
tartar,0.351
task,0.353
tassel,0.33
taste,0.406
tasteful,0.458
tasteless,0.196
tat,0.38
tattletale,0.406
taught,0.481
taupe,0.34
tawny,0.398
tax,0.481
taxed,0.456
taxi,0.362
taxicab,0.43
taxonomy,0.41
tea,0.163
teacher,0.404
teaching,0.444
teacup,0.135
teahouse,0.314
teal,0.293
team,0.461
teamjesus,0.453
teammate,0.449
teamwork,0.49
teapot,0.11
teary,0.473
teaspoon,0.33
teat,0.469
teatime,0.159
tech,0.491
technical,0.49
technicality,0.471
technique,0.414
technological,0.452
technology,0.49
ted,0.453
teddy bear,0.17
tedious,0.406
tedium,0.331
tee,0.373
teensy,0.427
teeny,0.418
teeth,0.388
teething,0.471
teflon,0.245
telegraph,0.423
telemetry,0.382
telepathic,0.49
telescope,0.34
telescopic,0.29
teletype,0.392
television,0.391
tell,0.35
teller,0.395
telling,0.441
temp,0.44
tempera,0.318
temperance,0.294
temperate,0.394
tempered,0.437
template,0.311
temple,0.269
tempo,0.337
temporal,0.413
temporarily,0.365
temporary,0.415
ten,0.26
tenable,0.412
tenancy,0.458
tenant,0.36
tend,0.398
tenderfoot,0.421
tenderness,0.276
tendon,0.271
tenement,0.384
tenet,0.333
tenets,0.357
tenfold,0.418
tenor,0.451
tense,0.439
tent,0.275
tenth,0.349
tenths,0.294
tenuous,0.263
tenure,0.472
tepee,0.337
tepid,0.327
teriyaki,0.449
term,0.255
terminal,0.434
terminate,0.41
termination,0.472
terminology,0.284
terminus,0.382
termite,0.48
terms,0.362
tern,0.365
ternary,0.406
terrace,0.269
terrain,0.3
terrestrial,0.413
territory,0.469
terse,0.393
tertiary,0.35
testament,0.42
tethered,0.472
tetrahedral,0.468
text,0.157
textbook,0.235
textile,0.235
textural,0.296
texture,0.215
tgif,0.471
thank,0.353
thankful,0.344
thankgod,0.451
thanks,0.472
thanksalot,0.428
thanksgiving,0.449
thankyougod,0.446
thankyoujesus,0.406
thankyoulord,0.388
thatch,0.245
thatmoment,0.389
thaw,0.321
theism,0.431
theistic,0.365
thelittlethings,0.24
theme,0.176
theocracy,0.427
theocratic,0.48
theologian,0.304
theological,0.363
theology,0.33
theorem,0.296
theoretical,0.27
theory,0.314
therapeutic,0.275
therapeutics,0.343
therapist,0.43
therapy,0.353
thereabouts,0.365
thereof,0.265
therewith,0.317
thermal,0.36
thermocouple,0.406
thermometer,0.327
thermos,0.255
thermostat,0.48
thesaurus,0.48
thick,0.433
thicken,0.398
thickening,0.355
thicket,0.373
thickness,0.37
thigh,0.433
thimble,0.192
thin,0.337
thing,0.222
things,0.25
thingy,0.312
think,0.408
thinker,0.386
thinking,0.308
third,0.187
thirds,0.327
thirteen,0.385
thirteenth,0.33
thirty,0.349
thistle,0.423
thither,0.27
thorough,0.35
thoroughfare,0.481
thought,0.315
thoughtful,0.29
thoughtfulness,0.269
thoughts,0.382
thousand,0.355
thread,0.184
three,0.225
threefold,0.4
thresh,0.417
thrice,0.442
thrift,0.217
thrifty,0.38
throwback,0.454
thrush,0.49
thumb,0.271
thumbprint,0.347
thx,0.425
thyme,0.255
thyroid,0.455
tiara,0.3
tibia,0.302
tic,0.438
tick,0.386
ticked,0.386
ticker,0.471
ticket,0.387
tidbit,0.382
tidy,0.208
tie,0.464
tier,0.245
tiff,0.415
tighten,0.487
tights,0.343
tilde,0.314
tile,0.245
tiling,0.33
till,0.327
tiller,0.41
tilting,0.384
timber,0.202
timberland,0.415
timbre,0.48
time,0.288
timeless,0.468
timeliness,0.404
timely,0.387
timeout,0.433
timepiece,0.279
timer,0.433
times,0.279
timetable,0.189
timid,0.276
timidity,0.358
timing,0.311
tin,0.37
tincture,0.36
tine,0.373
tinfoil,0.284
tinge,0.292
tinkering,0.49
tint,0.292
tiny,0.196
tip,0.221
tipster,0.462
tiptoe,0.49
tire,0.385
tired,0.317
tiredness,0.408
tiredofit,0.27
tissue,0.236
titanium,0.47
tithe,0.276
title,0.356
titled,0.24
titular,0.385
toad,0.452
toast,0.382
toaster,0.337
toasty,0.461
toby,0.375
tod,0.33
today,0.306
toddler,0.469
toe,0.221
toenail,0.38
tofu,0.33
toga,0.393
together,0.392
togetherness,0.36
toilet,0.29
token,0.418
tolerable,0.35
tolerance,0.206
tolerant,0.192
tolerate,0.43
toleration,0.442
toll,0.422
tomato,0.183
tomatoes,0.24
tombstone,0.441
tomcat,0.412
tome,0.316
tomorrow,0.377
ton,0.418
tone,0.355
toner,0.3
tong,0.48
tongs,0.459
tongue,0.432
tonic,0.36
tonnage,0.382
tonsils,0.373
tool,0.35
toolbox,0.316
tooling,0.406
toot,0.481
tooth,0.25
toothbrush,0.33
toothed,0.394
toothpaste,0.29
toothpick,0.216
toots,0.48
top,0.4
topaz,0.325
topic,0.276
topical,0.34
topographic,0.378
topographical,0.35
topography,0.357
topside,0.466
tor,0.43
torque,0.375
torso,0.394
tortoise,0.078
tot,0.431
total,0.286
totality,0.443
totally,0.422
tote,0.398
totem,0.35
touch,0.477
touched,0.38
touching,0.439
toupee,0.27
tourist,0.48
towel,0.208
tower,0.38
town,0.299
townhouse,0.4
township,0.292
townspeople,0.466
toy,0.42
trace,0.346
traceable,0.37
tracer,0.327
traces,0.448
track,0.433
tract,0.422
trademark,0.344
tradesman,0.431
tradition,0.43
traditional,0.221
traffic light,0.469
trail,0.322
trailer,0.49
trainee,0.408
trait,0.365
trance,0.481
tranquil,0.094
tranquility,0.135
tranquilizer,0.236
transceiver,0.49
transcribe,0.394
transcriber,0.42
transcript,0.398
transcription,0.455
transfer,0.49
transference,0.294
transferred,0.45
transient,0.405
transistor,0.48
transitional,0.472
transitive,0.377
transitory,0.45
translate,0.423
translation,0.435
translator,0.412
transmission,0.49
transom,0.385
transparency,0.26
transparent,0.33
transposition,0.451
transverse,0.429
trappings,0.462
trashy,0.38
trawler,0.43
tray,0.25
treasured,0.471
treasurer,0.456
treatable,0.302
treatise,0.407
treatment,0.386
treaty,0.382
treble,0.471
tree,0.118
trees,0.137
trend,0.458
trending,0.472
triad,0.413
triage,0.433
triangle,0.269
triangular,0.32
triangulate,0.38
tribal,0.404
tribe,0.486
tributary,0.463
trickle,0.196
tricycle,0.402
trifle,0.296
trifling,0.418
trig,0.417
trigonometry,0.4
trillion,0.42
trim,0.466
trimester,0.336
trimming,0.478
trine,0.365
trinity,0.346
trinket,0.352
tripartite,0.48
tripe,0.361
triple,0.385
tripod,0.388
trite,0.418
tritium,0.471
trivia,0.49
trivial,0.387
tropical,0.461
tropics,0.383
trough,0.308
troupe,0.406
trousers,0.314
trout,0.387
trowel,0.418
truce,0.441
truck,0.368
truckload,0.45
true,0.436
truffle,0.323
truism,0.422
trundle,0.27
trunk,0.167
truss,0.482
trustee,0.442
trustworthy,0.315
trusty,0.398
truth,0.4
truthful,0.467
tub,0.235
tuba,0.402
tubby,0.423
tube,0.279
tubing,0.363
tubular,0.361
tubule,0.33
tuck,0.473
tuesday,0.184
tuition,0.372
tulip,0.189
tumbler,0.26
tumbleweed,0.471
tummy,0.365
tun,0.413
tuna,0.386
tunable,0.364
tune,0.479
tunic,0.248
tuning,0.39
tunnel,0.49
turban,0.386
turf,0.192
turkey,0.245
turmeric,0.316
turn,0.398
turnip,0.183
turnkey,0.382
turnover,0.392
turnpike,0.434
turntable,0.455
turquoise,0.226
turtle,0.102
turtleneck,0.398
tutelage,0.442
tutor,0.346
tutoring,0.402
tutu,0.276
tux,0.365
tuxedo,0.354
tv,0.38
twain,0.255
twat,0.459
tweak,0.462
tweed,0.44
tweet,0.49
tweezers,0.408
twelfth,0.292
twelve,0.298
twentieth,0.297
twenty,0.292
twerp,0.443
twig,0.288
twilight,0.341
twill,0.415
twin,0.363
twine,0.38
twins,0.473
twist,0.469
two,0.2
two step,0.314
twofold,0.333
tyke,0.388
type,0.284
typewriter,0.373
typhoid,0.458
typical,0.206
typically,0.377
typo,0.415
typography,0.334
tyre,0.358
ubiquity,0.49
ugliness,0.407
ukulele,0.358
ultimately,0.48
ultimo,0.363
ultraviolet,0.448
umbilical,0.406
umbra,0.4
umbrella,0.246
umpteen,0.46
unabated,0.42
unable,0.459
unacceptable,0.479
unaccompanied,0.376
unaccounted,0.338
unacknowledged,0.269
unadulterated,0.42
unaffected,0.265
unaided,0.41
unaltered,0.269
unambiguous,0.39
unanimity,0.407
unanimous,0.38
unanimously,0.333
unanswered,0.361
unappreciated,0.431
unapproved,0.471
unarmed,0.42
unassisted,0.32
unassuming,0.23
unattached,0.439
unattended,0.4
unattractive,0.307
unauthorized,0.448
unavailable,0.281
unaware,0.355
unbecoming,0.471
unbiased,0.378
unborn,0.3
unbound,0.402
unbroken,0.224
uncalled,0.294
uncanny,0.461
uncaring,0.245
uncertainty,0.494
unchallenged,0.394
unchangeable,0.442
unchanged,0.204
uncharted,0.406
uncherished,0.412
unclaimed,0.346
uncle,0.255
unclear,0.463
uncommon,0.429
uncommonly,0.49
uncomplicated,0.26
unconcerned,0.283
unconditional,0.493
unconfirmed,0.321
unconnected,0.265
unconscious,0.356
unconsciousness,0.44
uncontested,0.471
unconvinced,0.458
uncooked,0.321
uncooperative,0.422
uncorrelated,0.327
uncritical,0.367
uncut,0.422
undecided,0.433
undefined,0.418
undeniable,0.473
underage,0.461
underbelly,0.423
underdog,0.41
underestimate,0.464
underground,0.455
underhanded,0.415
underlay,0.365
underlie,0.378
underline,0.412
underlying,0.445
undermine,0.491
undermined,0.409
underneath,0.265
underpaid,0.413
underpants,0.473
underprivileged,0.449
underscore,0.275
undersea,0.49
undersecretary,0.377
undersized,0.425
understaffed,0.444
understand,0.374
understandable,0.363
understanding,0.304
understatement,0.48
understood,0.441
understudy,0.402
underwood,0.453
underwriter,0.327
undesired,0.441
undetected,0.304
undetermined,0.256
undeveloped,0.33
undirected,0.417
undisclosed,0.361
undiscovered,0.347
undisturbed,0.287
undivided,0.38
undo,0.444
undoing,0.452
undoubted,0.461
unearned,0.34
uneducated,0.35
unemployed,0.481
unemployment,0.4
unencumbered,0.28
unequal,0.433
unequalled,0.47
unequivocal,0.415
unethical,0.433
uneven,0.457
uneventful,0.343
unexplainable,0.448
unfair,0.472
unfavorable,0.45
unfeeling,0.377
unfinished,0.368
unfit,0.368
unfollow,0.337
unfortunate,0.487
unfortunately,0.494
unfreeze,0.297
unfulfilled,0.426
unfurnished,0.333
unglued,0.446
ungodly,0.423
ungrateful,0.461
unhand,0.36
unharmed,0.378
unhelpful,0.32
unhindered,0.441
unidentified,0.361
unification,0.345
unified,0.439
uniform,0.245
uniformity,0.353
uniformly,0.333
unimpeached,0.335
unimportant,0.24
unimpressed,0.302
unimproved,0.377
uninfected,0.304
uninformed,0.37
uninhabited,0.23
uninitiated,0.288
uninspired,0.243
unintelligible,0.472
unintended,0.385
unintentionally,0.49
uninterested,0.24
uninteresting,0.235
uninterrupted,0.434
uninvited,0.385
union,0.226
unique,0.347
unisex,0.417
unison,0.439
unit,0.235
unitary,0.239
unite,0.375
united,0.431
unity,0.288
universal,0.417
universality,0.41
universe,0.454
unkind,0.409
unknown,0.45
unlike,0.439
unlikely,0.293
unlisted,0.265
unloaded,0.38
unlock,0.442
unlucky,0.395
unmanned,0.441
unmarked,0.294
unmarried,0.48
unmitigated,0.427
unmoved,0.355
unnamed,0.189
unnecessary,0.358
unneeded,0.375
unnoticed,0.44
unnumbered,0.255
unobserved,0.255
unobstructed,0.44
unobtrusive,0.327
unoccupied,0.245
unofficial,0.302
unopened,0.34
unopposed,0.375
unordered,0.482
unorthodox,0.48
unpaid,0.413
unparalleled,0.306
unplug,0.441
unplugged,0.375
unpopular,0.441
unprecedented,0.491
unprepared,0.45
unpretentious,0.296
unproductive,0.324
unprofessional,0.37
unprofitable,0.376
unproven,0.427
unprovoked,0.327
unpublished,0.48
unqualified,0.433
unquestionable,0.45
unquote,0.363
unread,0.24
unreal,0.431
unrecorded,0.351
unregistered,0.337
unregulated,0.454
unrelated,0.27
unreliable,0.48
unremarkable,0.155
unrepentant,0.445
unrequited,0.441
unresolved,0.441
unresponsive,0.282
unrestricted,0.458
unromantic,0.316
unscathed,0.308
unscheduled,0.436
unscientific,0.317
unscrew,0.462
unseen,0.351
unselfish,0.353
unsolicited,0.339
unsolved,0.39
unsophisticated,0.491
unsound,0.222
unspecified,0.365
unspoken,0.26
unsuccessful,0.318
unsung,0.33
unsupervised,0.481
unsupported,0.45
unsweetened,0.263
untested,0.296
unthinkable,0.48
untie,0.463
untitled,0.24
untold,0.367
untouched,0.276
untranslated,0.188
untroubled,0.213
untrustworthy,0.449
unturned,0.255
unused,0.231
unusual,0.433
unusually,0.406
unveil,0.442
unverified,0.365
unwary,0.417
unwashed,0.427
unwelcome,0.48
unwilling,0.316
unwillingness,0.311
unwind,0.181
unworthy,0.433
unwrap,0.491
unwritten,0.384
upbringing,0.49
upcoming,0.46
uphold,0.321
upholstery,0.27
upkeep,0.442
uplands,0.471
upright,0.373
upshot,0.49
upstairs,0.408
upstanding,0.39
upward,0.481
upwards,0.439
urination,0.441
urine,0.361
usable,0.455
usage,0.36
use,0.358
used,0.306
useful,0.411
usefully,0.481
useless,0.342
user,0.347
usher,0.44
usual,0.221
utensil,0.279
uterus,0.42
utilitarian,0.363
utility,0.4
utilization,0.469
utilize,0.445
utopian,0.327
utter,0.422
utterly,0.44
vacancy,0.311
vacant,0.22
vacate,0.49
vacation,0.49
vacuolar,0.37
vacuole,0.406
vacuous,0.267
vacuum,0.196
vague,0.335
vagueness,0.324
vainly,0.283
valance,0.286
vale,0.276
valedictorian,0.49
valet,0.406
valid,0.353
validate,0.431
validation,0.46
validity,0.47
valium,0.398
valley,0.306
valor,0.442
valuation,0.48
valve,0.363
vamoose,0.455
van,0.378
vane,0.28
vanilla,0.216
vanish,0.48
vapor,0.358
vara,0.333
variable,0.407
variance,0.405
varicose,0.462
variety,0.472
various,0.296
varnish,0.353
vary,0.373
varying,0.471
vascular,0.451
vase,0.225
vat,0.491
vaudeville,0.471
vault,0.378
vaulted,0.46
vaulting,0.323
veal,0.337
vector,0.308
veer,0.43
vega,0.333
vegan,0.226
vegetable,0.12
vegetarian,0.255
vegetarianism,0.269
vegetation,0.177
vegetative,0.27
veggie,0.245
veil,0.235
veiled,0.317
vein,0.373
veined,0.459
vellum,0.349
velour,0.292
velvet,0.226
velvety,0.343
vena,0.315
veneer,0.265
venerable,0.369
venetian,0.373
venison,0.422
ventilation,0.451
ventilator,0.353
venting,0.388
ventricle,0.387
venue,0.316
veranda,0.343
verb,0.312
verbal,0.291
verbatim,0.255
verbose,0.48
verbosity,0.491
verdant,0.26
verge,0.337
verification,0.276
verified,0.367
verify,0.481
verily,0.351
veritable,0.33
vermouth,0.48
vernacular,0.453
vernal,0.402
veronica,0.399
verse,0.269
version,0.423
vert,0.375
vertebra,0.33
vertebral,0.434
vertical,0.387
vertically,0.385
vesicular,0.44
vessel,0.398
vest,0.38
vested,0.415
vestibule,0.385
vestige,0.47
vet,0.4
veteran,0.431
veterinarian,0.418
veterinary,0.45
veto,0.462
viable,0.32
viaduct,0.44
vial,0.346
vibe,0.48
vicar,0.37
vicarious,0.452
viceroy,0.481
vicinity,0.353
videotape,0.343
vie,0.491
view,0.292
viewer,0.358
viewing,0.394
viewpoint,0.306
vigil,0.48
vignette,0.283
villa,0.29
village,0.367
villager,0.387
vinaigrette,0.286
vindicated,0.48
vine,0.292
vinegar,0.37
vineyard,0.382
vintage,0.39
vinyl,0.241
viola,0.461
violet,0.272
violin,0.396
violinist,0.302
virgin,0.433
virtue,0.443
visa,0.367
visage,0.361
viscous,0.396
vise,0.391
visibility,0.444
visible,0.342
visibly,0.373
vision,0.447
visit,0.443
visitation,0.346
visiting,0.44
visitor,0.48
visor,0.49
vista,0.39
visual,0.462
visualize,0.431
vitamin,0.33
vitreous,0.413
vocabulary,0.247
vocal,0.352
vocation,0.426
vogue,0.491
voice,0.343
voiceless,0.235
voicemail,0.453
void,0.163
volley,0.46
volume,0.49
volumes,0.452
voluminous,0.45
voluntarily,0.46
voluntary,0.46
volunteer,0.422
volunteers,0.448
votive,0.46
vouch,0.417
voucher,0.416
vowel,0.283
vulnerable,0.49
wad,0.318
waddle,0.453
wafer,0.36
waffle,0.394
wag,0.49
wage,0.48
wages,0.44
wagon,0.461
waist,0.448
waistcoat,0.32
waistline,0.417
wait,0.167
waiter,0.3
waiting,0.339
wake,0.47
walk,0.412
walker,0.491
walking,0.48
wall,0.25
wallaby,0.368
wallet,0.432
wallflower,0.298
wallpaper,0.173
walnut,0.302
walrus,0.327
waltz,0.41
wan,0.457
wand,0.322
wander,0.417
wandering,0.471
wane,0.402
waning,0.333
wannasleep,0.33
wanting,0.433
warbler,0.349
ward,0.255
ware,0.443
warehouse,0.365
warm,0.312
warmth,0.307
warp,0.417
warrant,0.398
warranted,0.367
warrants,0.431
warranty,0.47
wart,0.314
wary,0.343
wash,0.377
washed,0.314
washer,0.39
washing,0.396
washout,0.304
washroom,0.364
wastebasket,0.23
wasteland,0.308
wasting,0.417
watch,0.346
watcher,0.401
watchful,0.49
watchtower,0.415
water,0.123
waterbed,0.381
watercourse,0.357
watered,0.29
waterfall,0.46
waterfront,0.274
watering can,0.298
watermelon,0.23
waterproof,0.423
waterworks,0.49
watery,0.461
wave,0.491
wavelength,0.442
wavering,0.43
waves,0.47
wavy,0.284
wax,0.245
waxed,0.388
waxy,0.245
way,0.275
weak,0.241
weaken,0.25
weakened,0.304
weakling,0.294
weakly,0.255
weakness,0.37
wear,0.37
wearer,0.347
wearily,0.286
weariness,0.333
weary,0.281
weasel,0.317
weather,0.404
weathered,0.491
weatherman,0.413
