term,dominance
theocratic,0.605
theologian,0.759
theological,0.683
theology,0.711
theorem,0.615
theoretical,0.546
theory,0.529
therapeutic,0.68
therapeutics,0.625
therapist,0.679
therapy,0.607
thermal,0.509
thermodynamics,0.678
thesaurus,0.509
thesis,0.552
thick,0.596
thicken,0.509
thigh,0.588
think,0.618
thinker,0.764
thinking,0.595
thorny,0.5
thorough,0.558
thoroughbred,0.716
thought,0.571
thoughtful,0.527
thoughtfulness,0.667
thoughts,0.691
threat,0.667
threaten,0.59
threatening,0.652
threefold,0.534
threesome,0.56
thresh,0.5
threshold,0.575
thrift,0.649
thrifty,0.676
thrill,0.711
thrilled,0.807
thriller,0.645
thrilling,0.782
thrive,0.772
thriving,0.779
throb,0.556
throne,0.887
throng,0.706
throttle,0.75
throw,0.623
thrower,0.717
thrown,0.619
thrust,0.663
thruster,0.719
thud,0.62
thug,0.667
thump,0.608
thumping,0.566
thunder,0.526
thunderbolt,0.642
thunderclap,0.607
thundering,0.7
thunderstorm,0.784
thunderstruck,0.509
ticker,0.509
tidal,0.519
tidal wave,0.736
tidings,0.694
tidy,0.647
tier,0.56
tiger,0.664
tighten,0.627
tightness,0.759
tillage,0.54
timberland,0.571
time,0.609
timeless,0.583
timeliness,0.582
timely,0.591
timer,0.5
timing,0.577
tip,0.518
tipsy,0.57
tirade,0.532
tireless,0.645
titan,0.811
titanic,0.795
titanium,0.704
title,0.574
titled,0.658
titular,0.76
together,0.658
togetherness,0.635
toil,0.583
tolerance,0.649
tolerant,0.618
tolerate,0.588
toleration,0.727
tomahawk,0.504
ton,0.604
tonic,0.5
tonnage,0.59
tool,0.594
tooling,0.634
top,0.554
topical,0.5
topographic,0.558
topographical,0.538
topography,0.506
topple,0.573
topside,0.598
torch,0.545
tornado,0.784
torpedo,0.707
torrent,0.676
torrid,0.517
torture,0.555
toss,0.575
total,0.714
totality,0.717
totally,0.702
tote,0.625
totem,0.571
touchdown,0.586
tough,0.742
toughen,0.711
toughness,0.837
tour,0.543
tourism,0.545
tournament,0.611
tow,0.508
tower,0.644
towering,0.806
town,0.627
township,0.667
townspeople,0.569
toxicology,0.574
toymaker,0.536
traceable,0.535
tracer,0.645
tracing,0.565
track,0.526
tracker,0.731
traction,0.648
tractor,0.619
trade,0.69
trademark,0.75
trader,0.854
tradesman,0.664
trading,0.705
tradition,0.75
traditional,0.604
traffic,0.518
train,0.62
trained,0.645
trainer,0.824
training,0.788
trajectory,0.779
trample,0.562
tramway,0.543
tranquilizer,0.596
transact,0.68
transaction,0.579
transatlantic,0.706
transceiver,0.537
transcend,0.726
transcendence,0.754
transcendent,0.824
transcendental,0.842
transcribe,0.573
transcriber,0.615
transcript,0.528
transcription,0.615
transfer,0.519
transference,0.551
transfixed,0.528
transform,0.696
transformation,0.77
transformer,0.723
transfusion,0.557
transgression,0.611
transit,0.588
transition,0.558
translation,0.598
translocation,0.564
transmission,0.611
transmit,0.673
transmitter,0.719
transmutation,0.737
transparency,0.587
transparent,0.667
transplant,0.62
transplantation,0.61
transponder,0.565
transport,0.605
transporter,0.75
transposition,0.555
transverse,0.525
trapeze,0.566
travail,0.62
travel,0.535
traveler,0.7
traveling,0.582
traverse,0.629
treason,0.552
treasure,0.821
treasured,0.73
treasurer,0.755
treasures,0.842
treasury,0.736
treatable,0.56
treatise,0.613
treatment,0.62
treaty,0.667
trees,0.537
trek,0.535
tremendous,0.773
tremendously,0.661
trend,0.706
trending,0.6
trendy,0.536
trespass,0.613
triad,0.528
trial,0.612
triangulate,0.517
triathlon,0.663
tribe,0.516
tribunal,0.797
tribune,0.556
tributary,0.616
tribute,0.7
tricky,0.5
trident,0.609
trigger,0.66
trigonometry,0.616
trillion,0.623
trilogy,0.664
trimester,0.538
trimmer,0.529
trinity,0.66
trip,0.538
tripartite,0.539
triplet,0.618
triplicate,0.717
triumph,0.926
triumphant,0.972
trombone,0.5
troop,0.75
trooper,0.713
troops,0.804
trophy,0.676
tropic,0.536
tropical,0.509
troublemaker,0.596
troupe,0.557
truck,0.546
trucker,0.5
truckload,0.534
true,0.777
truelove,0.587
trump,0.898
trumpeter,0.676
truss,0.569
trust,0.741
trustee,0.658
trusting,0.75
trustworthy,0.824
trusty,0.696
truth,0.685
truthful,0.807
truthfulness,0.808
try,0.556
tryouts,0.594
tsunami,0.684
tug,0.558
tugboat,0.652
tumult,0.636
tumultuous,0.59
tunable,0.582
tuning,0.635
turbine,0.575
turbo,0.596
turbulence,0.532
turbulent,0.612
turned,0.583
turnout,0.898
turnover,0.512
turpentine,0.571
turret,0.588
tussle,0.691
tutelage,0.609
tutor,0.826
tutoring,0.702
tuxedo,0.519
tweet,0.537
twelfth,0.527
twilight,0.633
twinkle,0.61
twins,0.602
twister,0.647
twitch,0.548
twofold,0.551
twosome,0.5
tycoon,0.867
typhoon,0.697
typically,0.559
typist,0.528
typography,0.574
tyrannical,0.731
tyranny,0.705
tyrant,0.683
ubiquitous,0.884
ubiquity,0.595
ultimate,0.544
ultimately,0.558
ultimatum,0.837
ultrasound,0.6
ultraviolet,0.673
umpire,0.755
umpteen,0.611
unaccountable,0.543
unadulterated,0.528
unaffected,0.571
unafraid,0.655
unaltered,0.598
unambiguous,0.578
unanimity,0.706
unanimous,0.682
unanimously,0.738
unattainable,0.571
unbeatable,0.681
unbeaten,0.828
unbelievable,0.717
unbiased,0.618
unbounded,0.736
unbreakable,0.759
unbroken,0.602
uncensured,0.509
unchallenged,0.545
unchangeable,0.709
uncle,0.578
uncommonly,0.778
uncompromising,0.613
unconditional,0.715
unconstrained,0.635
uncontested,0.689
uncontrollable,0.626
uncontrolled,0.544
uncover,0.648
undefeated,0.825
undeniable,0.778
undercurrent,0.52
undergraduate,0.559
underhanded,0.527
underline,0.509
undersecretary,0.594
understand,0.643
understandable,0.566
understanding,0.689
understood,0.686
undertake,0.754
undertaker,0.611
undertaking,0.696
underwood,0.51
underworld,0.613
underwriter,0.62
undetectable,0.604
undisputed,0.673
undoubted,0.74
undying,0.773
unearth,0.545
unequalled,0.769
unequivocal,0.615
unequivocally,0.554
unexplainable,0.61
unfailing,0.594
unfettered,0.586
unflinching,0.882
unfold,0.52
unforeseen,0.5
unforgettable,0.66
unforgiving,0.793
unheard,0.5
unhindered,0.725
unification,0.788
unified,0.764
uniform,0.655
uniformed,0.589
uniformity,0.538
uniformly,0.704
unimaginable,0.589
unimpeachable,0.784
uninterrupted,0.527
union,0.766
unique,0.661
unison,0.583
unit,0.578
unitary,0.641
unite,0.61
united,0.783
unity,0.658
universal,0.833
universality,0.84
universe,0.839
university,0.741
unleash,0.559
unlimited,0.679
unload,0.573
unlock,0.592
unmarried,0.545
unmask,0.52
unmatched,0.771
unmistakable,0.765
unobstructed,0.573
unopposed,0.537
unparalleled,0.538
unprecedented,0.658
unpredictable,0.515
unpunished,0.519
unquestionable,0.843
unquestionably,0.75
unquestioned,0.746
unquote,0.517
unreachable,0.557
unrelenting,0.875
unrestrained,0.627
unrestricted,0.644
unruly,0.547
unscathed,0.611
unstoppable,0.862
unsurpassed,0.798
untamed,0.709
untouchable,0.683
untouched,0.6
untraceable,0.574
untroubled,0.653
unutterable,0.538
unveil,0.562
unveiling,0.675
unwavering,0.858
unwrap,0.557
unyielding,0.738
unzip,0.538
upbeat,0.802
upbringing,0.6
upcoming,0.55
update,0.802
upgrade,0.67
upheaval,0.57
uphill,0.572
uphold,0.561
upkeep,0.685
upland,0.607
uplands,0.577
uplift,0.771
uplifting,0.605
uplink,0.595
upload,0.696
upper,0.868
uppercut,0.55
upright,0.6
uprising,0.704
upscale,0.846
upshot,0.716
upstairs,0.645
upstanding,0.708
upward,0.62
upwards,0.638
urban,0.644
urge,0.653
urgency,0.543
urgent,0.623
usable,0.611
useful,0.726
usefully,0.76
usefulness,0.741
usher,0.519
uterus,0.51
utilitarian,0.639
utility,0.704
utilization,0.706
utilize,0.545
utmost,0.858
utopian,0.552
utter,0.549
utterance,0.704
utterly,0.673
vacation,0.598
vaccination,0.621
vaccine,0.555
vagina,0.5
valedictorian,0.594
valentine,0.51
valiant,0.904
valid,0.565
validate,0.745
validation,0.72
validity,0.706
valor,0.763
valuable,0.798
valuables,0.759
valuation,0.795
value,0.802
vamp,0.566
vampire,0.545
vandalism,0.509
vanguard,0.78
vanquish,0.804
vanquishing,0.764
vantage,0.788
variance,0.509
variety,0.598
varsity,0.67
vascular,0.627
vast,0.545
vat,0.509
vault,0.644
vaulted,0.542
vaulting,0.52
vegetation,0.5
vehement,0.575
vehicle,0.5
velocity,0.783
vendetta,0.583
vending,0.549
vendor,0.627
venerable,0.6
veneration,0.712
vengeance,0.719
vengeful,0.561
venomous,0.636
vent,0.529
ventilation,0.568
ventriloquist,0.526
venture,0.644
veracity,0.798
verbal,0.562
verbatim,0.574
verbiage,0.535
verbose,0.635
verdict,0.8
verification,0.642
verified,0.677
verify,0.704
verily,0.585
veritable,0.759
vernacular,0.615
versatile,0.714
versatility,0.75
version,0.538
vertebra,0.532
vertebral,0.525
vertically,0.545
verve,0.693
very positive,0.825
veryangry,0.527
vessel,0.538
vested,0.648
vet,0.644
veteran,0.759
veterinarian,0.542
veterinary,0.603
veto,0.509
viability,0.684
viable,0.667
viaduct,0.662
vibe,0.517
vibes,0.574
vibrant,0.782
vibrate,0.604
vibration,0.528
vibrator,0.5
vibratory,0.527
vicar,0.555
vicarious,0.517
viceroy,0.712
victor,0.796
victoria,0.837
victorious,0.946
victory,0.931
vie,0.5
view,0.555
viewer,0.558
viewing,0.598
viewpoint,0.644
vigilance,0.724
vigilant,0.791
vigilante,0.72
vigor,0.811
vigorous,0.897
viking,0.605
vile,0.553
villager,0.509
villain,0.59
vindicate,0.767
vindicated,0.609
vindication,0.764
vindictive,0.5
vineyard,0.595
violate,0.519
violence,0.719
violent,0.616
violently,0.527
violinist,0.538
viper,0.632
viral,0.518
virginity,0.576
virility,0.718
virology,0.562
virtually,0.625
virtue,0.827
virtuoso,0.863
virtuous,0.822
visa,0.66
visibility,0.676
visible,0.509
visibly,0.591
vision,0.742
visionary,0.791
visitation,0.534
visiting,0.519
visualize,0.537
vital,0.847
vitality,0.869
vitals,0.798
vitamin,0.56
viva,0.644
vivacious,0.758
vivid,0.667
vocabulary,0.585
vocalist,0.596
vocation,0.686
vogue,0.538
voice,0.528
volatile,0.565
volatility,0.553
volcanic,0.781
volcano,0.787
volition,0.578
voltage,0.621
voltmeter,0.545
volume,0.546
volumes,0.52
voluminous,0.658
voluntarily,0.527
voluntary,0.643
volunteer,0.596
volunteering,0.603
volunteers,0.63
voluptuous,0.792
voracious,0.694
vortex,0.602
vote,0.649
voter,0.754
voting,0.768
vouch,0.746
voucher,0.601
vow,0.664
voyage,0.58
voyager,0.627
wage,0.565
wager,0.615
wages,0.62
wake,0.512
walker,0.525
walking,0.781
wall,0.509
wallet,0.5
wallop,0.689
want,0.598
wanting,0.593
wanton,0.5
war,0.727
warcrimes,0.585
warden,0.898
warfare,0.845
warhead,0.536
warlike,0.779
warlock,0.657
warlord,0.781
warm,0.585
warming,0.58
warms,0.632
warmth,0.602
warn,0.564
warned,0.547
warning,0.629
warpath,0.551
warrant,0.802
warranted,0.69
warrants,0.881
warranty,0.568
warrior,0.915
warship,0.889
wartime,0.726
wary,0.535
watchdog,0.648
watcher,0.702
watchful,0.675
watchman,0.833
watchtower,0.647
water polo,0.534
waterfall,0.528
waterfront,0.556
waterproof,0.545
waterworks,0.561
wavelength,0.516
waves,0.509
wealth,0.858
wealthy,0.862
weapon,0.831
weaponry,0.87
wearer,0.527
weather,0.567
weathered,0.537
weatherman,0.643
weatherproof,0.552
web,0.519
website,0.526
wedded,0.518
wedding,0.642
wedlock,0.745
weekday,0.52
weekend,0.519
weight,0.577
weights,0.722
weighty,0.657
welcome,0.664
welcomed,0.7
welcoming,0.636
weld,0.583
welder,0.683
welfare,0.679
wellness,0.73
welsh,0.5
werewolf,0.591
western,0.689
whack,0.708
whale,0.509
whaling,0.538
whip,0.509
whiplash,0.5
whirl,0.661
whirlwind,0.67
whit,0.595
whiteness,0.519
whiz,0.82
whole,0.572
wholesale,0.619
wholesome,0.754
wholly,0.696
whopping,0.755
wicked,0.627
widely,0.725
widen,0.527
widespread,0.713
width,0.518
wield,0.625
wife,0.583
wild,0.75
wildfire,0.552
wildlife,0.561
will,0.735
willful,0.642
willing,0.783
willingly,0.588
willingness,0.729
willpower,0.897
wily,0.798
win,0.888
wind,0.578
windfall,0.638
windpipe,0.5
windy,0.528
winged,0.519
winger,0.691
wingman,0.582
winner,0.886
winning,0.972
winnings,0.83
winter,0.5
wipe,0.551
wiper,0.535
wired,0.537
wireless,0.537
wisdom,0.871
wise,0.861
wish,0.647
wishful,0.606
wit,0.775
witchcraft,0.555
withstand,0.571
witness,0.593
wits,0.765
witty,0.759
wizard,0.526
wok,0.5
wolf,0.63
wolverine,0.627
woman,0.578
womanhood,0.602
womb,0.591
wonder,0.765
wonderful,0.83
wonderfully,0.821
wonderment,0.795
wondrous,0.818
woodcut,0.542
woodsman,0.522
woodwork,0.545
wooing,0.702
wording,0.588
wordy,0.586
work,0.75
workaholic,0.557
workbook,0.51
worker,0.684
working,0.576
workings,0.745
workman,0.726
workmanship,0.627
workout,0.78
workplace,0.583
works,0.657
workshop,0.51
workup,0.589
world,0.75
worldwide,0.851
worship,0.573
worshipful,0.546
worth,0.889
worthwhile,0.538
worthy,0.796
wrangler,0.676
wrangling,0.585
wrath,0.548
wreath,0.66
wrench,0.545
wrest,0.727
wrestle,0.765
wrestler,0.911
wrestling,0.774
writ,0.543
write,0.534
writer,0.78
writing,0.645
written,0.52
wrought,0.681
wry,0.528
xenophobia,0.5
xmas,0.615
yacht,0.66
yachting,0.609
yahoo,0.522
yank,0.538
yeahhh,0.51
yearbook,0.509
yearling,0.518
yearning,0.537
years,0.508
yell,0.558
yelling,0.565
yen,0.508
yeoman,0.51
yield,0.618
yoke,0.582
young,0.537
younger,0.558
youngster,0.661
youth,0.736
youthful,0.686
yummy,0.658
zany,0.586
zeal,0.616
zealot,0.654
zenith,0.589
zest,0.845
zillion,0.63
zoning,0.578
zoo,0.58
zoology,0.509
