term,valence
unaccompanied,0.292
unaccountable,0.18
unaccounted,0.41
unacknowledged,0.24
unaided,0.29
unambiguous,0.406
unanimity,0.49
unannounced,0.24
unanswered,0.276
unanticipated,0.255
unappreciated,0.143
unapproved,0.184
unarmed,0.427
unassisted,0.302
unassuming,0.49
unattached,0.192
unattainable,0.22
unattended,0.255
unattractive,0.177
unauthorized,0.26
unavailable,0.323
unavoidable,0.35
unaware,0.208
unbalanced,0.302
unbearable,0.125
unbecoming,0.123
unbelief,0.265
unborn,0.312
unbound,0.354
unbridled,0.396
unbutton,0.479
uncalled,0.344
uncanny,0.469
uncaring,0.177
uncensured,0.438
uncertain,0.363
uncertainty,0.064
unchangeable,0.375
unchanged,0.49
uncharted,0.188
uncherished,0.25
uncivilized,0.133
unclaimed,0.316
unclean,0.133
unclear,0.229
uncomfortable,0.188
uncommon,0.459
uncompromising,0.32
unconfirmed,0.334
unconnected,0.188
unconscionable,0.208
unconscious,0.24
unconsciousness,0.177
unconstitutional,0.23
uncontrollable,0.265
uncontrolled,0.188
unconventional,0.177
unconvinced,0.409
unconvincing,0.19
uncooked,0.312
uncooperative,0.25
uncorrelated,0.333
uncouth,0.08
uncritical,0.48
uncut,0.448
undead,0.367
undecided,0.286
undefined,0.26
underage,0.469
underbelly,0.406
undercover,0.388
undercurrent,0.357
underdog,0.25
underestimate,0.413
undergo,0.398
underground,0.396
underhanded,0.188
underlie,0.323
underline,0.48
underlying,0.48
undermine,0.316
undermined,0.365
underneath,0.45
underpaid,0.146
underpants,0.448
underprivileged,0.167
underrated,0.208
underscore,0.375
undersecretary,0.459
undersized,0.316
understaffed,0.148
understatement,0.347
understudy,0.378
undertaker,0.363
undertow,0.327
underworld,0.177
underwrite,0.416
undeserved,0.219
undesirable,0.177
undesired,0.156
undetectable,0.438
undetected,0.224
undetermined,0.265
undeveloped,0.292
undignified,0.122
undirected,0.33
undisclosed,0.479
undiscovered,0.438
undo,0.365
undoing,0.219
undress,0.438
undressed,0.375
undue,0.156
unearned,0.177
unearth,0.427
uneasiness,0.19
uneasy,0.115
uneducated,0.177
unemployed,0.094
unemployment,0.094
unending,0.385
unequal,0.118
unethical,0.104
uneven,0.125
unexpectedly,0.354
unexplainable,0.26
unexplained,0.271
unexplored,0.401
unfair,0.173
unfairness,0.17
unfaithful,0.031
unfamiliar,0.219
unfavorable,0.133
unfeeling,0.235
unfinished,0.188
unfit,0.25
unfollow,0.281
unforeseen,0.255
unforgivable,0.276
unforgiving,0.406
unfortunate,0.073
unfortunately,0.104
unfounded,0.271
unfreeze,0.458
unfriendly,0.173
unfulfilled,0.184
unfurnished,0.316
unglued,0.378
ungodly,0.296
ungrateful,0.219
unguarded,0.156
unhand,0.406
unhappiness,0.083
unhappy,0.112
unhealthy,0.115
unheard,0.344
unhelpful,0.104
unholy,0.327
unhook,0.375
unidentified,0.385
uniformed,0.469
unimpeached,0.458
unimportant,0.281
unimpressed,0.198
unimproved,0.163
uninformed,0.156
uninhabited,0.301
uninitiated,0.271
uninspired,0.163
unintelligible,0.208
unintended,0.438
unintentional,0.333
unintentionally,0.46
uninterested,0.365
uninteresting,0.153
uninvited,0.09
unisex,0.492
unjust,0.115
unjustifiable,0.115
unjustified,0.288
unkind,0.135
unknowable,0.347
unknown,0.357
unlawful,0.094
unleash,0.479
unlicensed,0.306
unlike,0.439
unlikely,0.271
unlisted,0.365
unloaded,0.469
unlucky,0.073
unmanageable,0.177
unmanned,0.235
unmarked,0.416
unmarried,0.438
unmask,0.323
unmoved,0.184
unnamed,0.316
unnatural,0.153
unnecessary,0.219
unneeded,0.177
unnoticed,0.302
unnumbered,0.406
unobserved,0.398
unobtrusive,0.447
unoccupied,0.258
unofficial,0.26
unordered,0.224
unorganised,0.25
unorganized,0.26
unorthodox,0.34
unpaid,0.3
unpleasant,0.122
unpleasantness,0.062
unplug,0.239
unplugged,0.367
unpopular,0.073
unpredictable,0.429
unprepared,0.204
unproductive,0.1
unprofessional,0.042
unprofitable,0.163
unprotected,0.15
unproven,0.296
unpublished,0.406
unpunished,0.292
unqualified,0.17
unquestionable,0.469
unquote,0.388
unravel,0.378
unreachable,0.208
unread,0.458
unreal,0.173
unrealistic,0.229
unreasonable,0.115
unrecorded,0.241
unregistered,0.255
unregulated,0.344
unrelated,0.302
unreliable,0.108
unremarkable,0.271
unrepentant,0.24
unrequited,0.143
unresolved,0.135
unresponsive,0.108
unrest,0.102
unrestrained,0.385
unromantic,0.208
unruly,0.24
unsafe,0.115
unsanitary,0.063
unsatisfactory,0.122
unsatisfied,0.2
unsavory,0.071
unscheduled,0.312
unscientific,0.396
unscrew,0.333
unscrupulous,0.094
unseat,0.229
unseen,0.427
unsettled,0.208
unsightly,0.226
unsolicited,0.094
unsolved,0.146
unsophisticated,0.327
unsound,0.146
unspeakable,0.327
unspecified,0.24
unspoken,0.177
unstable,0.167
unsteady,0.122
unsuccessful,0.14
unsuitable,0.188
unsung,0.296
unsupervised,0.478
unsupported,0.26
unsure,0.143
unsuspecting,0.302
unsustainable,0.255
unsweetened,0.396
unsympathetic,0.163
untamed,0.429
untenable,0.143
untested,0.302
unthinkable,0.365
untidy,0.106
untimely,0.245
untitled,0.213
untold,0.24
untouchable,0.49
untoward,0.122
untraceable,0.321
untrained,0.149
untranslated,0.271
untrue,0.031
untrustworthy,0.097
unturned,0.312
unused,0.344
unusual,0.429
unusually,0.385
unutterable,0.406
unveil,0.439
unverified,0.214
unwanted,0.177
unwarranted,0.091
unwary,0.286
unwashed,0.365
unwelcome,0.115
unwell,0.143
unwilling,0.302
unwillingly,0.204
unwillingness,0.204
unwise,0.141
unwitting,0.26
unwittingly,0.312
unworthy,0.194
unwritten,0.367
unyielding,0.367
unzip,0.378
upheaval,0.29
uphill,0.396
uppercut,0.41
uppity,0.465
uproar,0.271
upset,0.071
upstart,0.449
uptight,0.184
uranium,0.375
urchin,0.417
urge,0.418
urgency,0.429
urgent,0.327
urinal,0.214
urinalysis,0.344
urinate,0.36
urination,0.271
urine,0.375
urn,0.194
use,0.438
used,0.354
useless,0.052
usurp,0.125
usurped,0.292
usury,0.344
utilitarian,0.427
vacate,0.357
vacuolar,0.439
vacuole,0.49
vacuous,0.354
vacuum,0.327
vagabond,0.384
vaginal,0.449
vagrancy,0.219
vagrant,0.265
vague,0.271
vagueness,0.15
vainly,0.365
valance,0.424
valium,0.419
valve,0.323
vamoose,0.459
vamp,0.31
vampire,0.271
vandal,0.135
vandalism,0.083
vanish,0.236
vanished,0.208
vanishing,0.292
vanity,0.26
vanquished,0.496
vara,0.49
variations,0.458
varicella,0.184
varicose,0.235
variegated,0.398
varmint,0.417
varnish,0.448
vasectomy,0.208
vassal,0.417
vat,0.333
vaudeville,0.49
vault,0.49
vaulted,0.417
veal,0.438
veer,0.469
vegan,0.49
veiled,0.37
vein,0.347
veined,0.487
vendetta,0.198
vending,0.417
veneer,0.49
venereal,0.302
vengeance,0.103
vengeful,0.15
venom,0.125
venomous,0.159
venous,0.406
vent,0.479
ventilator,0.471
venting,0.375
ventricular,0.44
verbiage,0.429
verbose,0.439
verbosity,0.3
verdict,0.325
vermin,0.167
vernacular,0.479
versus,0.31
vert,0.49
vertebra,0.427
vertebral,0.308
vertex,0.316
vertigo,0.292
very negative,0.062
veryangry,0.323
vesicle,0.359
vesicular,0.214
vessel,0.49
veto,0.271
vexed,0.115
viaduct,0.42
vibrator,0.479
vicarious,0.479
vice,0.296
vicious,0.208
victim,0.115
victimized,0.115
vie,0.484
vigilance,0.49
vigilant,0.469
vigilante,0.418
vile,0.083
villain,0.177
villainous,0.122
vinaigrette,0.49
vindictive,0.092
vinegar,0.276
vinyl,0.49
violate,0.061
violation,0.083
violence,0.061
violent,0.112
violently,0.12
viper,0.173
viral,0.24
virology,0.418
virulence,0.094
virus,0.277
viscosity,0.417
viscous,0.398
visor,0.396
vitreous,0.312
vixen,0.367
voiceless,0.271
voicemail,0.458
void,0.135
volatile,0.323
volatility,0.281
volcanic,0.344
volcano,0.24
volition,0.48
voltage,0.382
vomit,0.073
vomiting,0.156
voodoo,0.188
voracious,0.385
vortex,0.408
votive,0.479
vowel,0.49
voyeur,0.479
vulgar,0.083
vulgarity,0.104
vulnerability,0.25
vulnerable,0.198
vulture,0.316
wacko,0.271
wacky,0.153
wad,0.333
waddle,0.49
wag,0.448
wager,0.479
wagon,0.49
wail,0.418
wait,0.224
waiter,0.459
waiting,0.239
waive,0.276
waiver,0.396
walkout,0.292
wall,0.417
wallop,0.32
wallow,0.286
wan,0.384
wander,0.427
wanderer,0.458
wandering,0.323
wane,0.188
waning,0.375
wanker,0.29
wanton,0.427
war,0.022
warbler,0.48
warcrimes,0.031
ward,0.469
warfare,0.062
warhead,0.219
warlike,0.367
warlock,0.312
warlord,0.167
warn,0.429
warned,0.302
warning,0.229
warp,0.344
warpath,0.28
warped,0.219
warren,0.417
warrior,0.458
warship,0.292
wart,0.082
wartime,0.1
washout,0.383
wasp,0.39
waste,0.041
wastebasket,0.271
wasted,0.188
wasteful,0.173
wasteland,0.365
wasting,0.051
watchful,0.386
watchout,0.396
watery,0.367
waver,0.426
wavering,0.375
wax,0.436
waxy,0.408
way,0.48
wayward,0.344
weak,0.18
weaken,0.112
weakened,0.373
weakling,0.194
weakly,0.27
weakness,0.088
weapon,0.054
weaponry,0.219
wear,0.312
wearer,0.471
wearily,0.327
weariness,0.104
weary,0.194
weasel,0.408
weathered,0.422
wedge,0.49
weed,0.459
weeding,0.458
weeds,0.32
weedy,0.293
weekday,0.49
weenie,0.406
weep,0.053
weeping,0.082
weeping willow,0.344
weepy,0.068
weigh,0.333
weighing,0.449
weight,0.45
weightless,0.46
weights,0.458
weighty,0.427
weir,0.375
weird,0.26
weirdness,0.316
weirdo,0.173
weld,0.417
welder,0.448
wellhead,0.469
welsh,0.49
welt,0.39
wen,0.438
wench,0.469
werewolf,0.235
wet,0.385
wetback,0.271
whack,0.219
whaling,0.281
wham,0.469
whammy,0.461
wharf,0.469
whatdoido,0.406
whatnot,0.375
whatsoever,0.4
whatsthepoint,0.436
wheelbarrow,0.479
wheelchair,0.24
wheeze,0.229
whelp,0.344
whereabouts,0.439
wherewith,0.491
wherewithal,0.388
whiff,0.459
whim,0.378
whimper,0.271
whimsical,0.449
whine,0.342
whiny,0.208
whip,0.208
whiplash,0.257
whipped,0.198
whirl,0.461
whirlwind,0.417
whiskers,0.439
whisper,0.49
whitefish,0.492
whitewash,0.429
whittle,0.347
whopper,0.448
whore,0.135
whorehouse,0.2
wick,0.337
wicked,0.138
wickedness,0.031
wicker,0.427
widow,0.25
widowed,0.205
widower,0.184
wield,0.347
wild,0.312
wildcat,0.458
wildebeest,0.438
wilderness,0.281
wildfire,0.14
willies,0.48
wilt,0.226
wilted,0.245
wily,0.459
wimp,0.184
wimpy,0.188
wince,0.286
winch,0.385
windbag,0.438
winding,0.398
windowsill,0.429
windpipe,0.281
windy,0.33
wino,0.406
wintery,0.388
wintry,0.448
wire,0.48
wired,0.398
wiretap,0.224
wiring,0.49
wishbone,0.494
wistful,0.323
witch,0.292
witchcraft,0.183
withal,0.345
withdraw,0.26
withdrawal,0.275
withdrawals,0.427
withdrawn,0.182
wither,0.15
withered,0.188
withering,0.271
withhold,0.32
withholding,0.165
withstand,0.37
witless,0.198
wiz,0.467
wobble,0.375
wobbly,0.208
woe,0.34
woeful,0.135
woefully,0.204
wolf,0.448
wolverine,0.47
womanizer,0.281
womb,0.375
wont,0.24
wood,0.494
woodwork,0.49
woody,0.469
woof,0.354
woozy,0.177
wop,0.417
workaholic,0.344
workload,0.231
worldly,0.438
worm,0.13
wormhole,0.337
wormwood,0.458
worn,0.35
worried,0.094
worries,0.094
worry,0.245
worrying,0.047
worse,0.062
worsening,0.115
worstfeeling,0.092
worthless,0.083
would,0.493
wound,0.15
wounded,0.115
wounding,0.219
wounds,0.102
wracking,0.244
wrangler,0.417
wrangling,0.146
wrapping,0.46
wrath,0.039
wrathful,0.102
wreak,0.375
wreck,0.22
wreckage,0.082
wrecked,0.078
wrecker,0.229
wrench,0.396
wrenching,0.204
wrest,0.427
wrestle,0.388
wrestling,0.449
wretch,0.04
wretched,0.135
wriggle,0.469
wring,0.36
wringer,0.365
wrinkle,0.15
wrinkled,0.271
wrong,0.042
wrongdoing,0.112
wrongful,0.102
wrongly,0.054
wrought,0.322
wry,0.219
xanax,0.427
xenophobia,0.156
xerox,0.385
yak,0.469
yank,0.271
yard,0.468
yawn,0.385
yawning,0.323
yehey,0.49
yell,0.24
yeller,0.436
yelling,0.323
yelp,0.417
yesteryear,0.469
yew,0.312
yielding,0.49
yoke,0.281
yolk,0.49
yon,0.479
yousuck,0.225
yucky,0.142
yuletide,0.438
zap,0.385
zeal,0.367
zealot,0.48
zealous,0.292
zen,0.492
zephyr,0.479
zeta,0.385
zigzag,0.417
zilch,0.409
zinc,0.357
zip,0.487
zipper,0.39
zit,0.337
zombie,0.214
zoning,0.417
zoom,0.49
,0.253
