term,dominance
stern,0.415
sternum,0.436
stethoscope,0.49
stew,0.25
stewardess,0.491
stfu,0.39
stick,0.382
sticker,0.346
sticking,0.356
stickler,0.417
stickup,0.434
sticky,0.292
stifle,0.427
stifled,0.193
stigma,0.47
stiletto,0.427
stillbirth,0.291
stillborn,0.337
stillness,0.339
stillwaiting,0.42
stilts,0.3
sting,0.373
stinging,0.459
stingy,0.283
stink,0.18
stinker,0.275
stinking,0.264
stinky,0.176
stint,0.342
stir,0.453
stitch,0.357
stitching,0.345
stock,0.407
stockings,0.382
stockpile,0.425
stockroom,0.406
stole,0.384
stolen,0.308
stomach,0.438
stomachache,0.316
stomp,0.438
stomped,0.406
stoned,0.375
stoneware,0.443
stooge,0.163
stool,0.302
stools,0.327
stoop,0.284
stoopid,0.382
stop,0.49
stoppage,0.445
stopper,0.39
stopping,0.473
stopwatch,0.482
store,0.407
storefront,0.457
storehouse,0.491
storybook,0.383
storyteller,0.462
storytelling,0.472
stound,0.446
stove,0.405
stowaway,0.357
straddle,0.444
straightforward,0.38
strain,0.38
strait,0.412
straits,0.41
stranded,0.219
strange,0.395
stranger,0.302
strap,0.382
strapless,0.273
strapping,0.454
strata,0.411
straw,0.163
strawberry,0.336
stray,0.281
streaked,0.393
streamer,0.429
street,0.398
streetlight,0.39
strenuous,0.481
strep,0.353
stress,0.317
stresses,0.396
stressful,0.389
stressin,0.367
stressing,0.462
stressrelief,0.475
stretcher,0.295
stricken,0.368
stride,0.434
strikeout,0.371
string,0.445
strings,0.355
strip,0.436
stripe,0.361
striped,0.385
stripped,0.278
stripper,0.453
stroll,0.444
stroller,0.314
strolling,0.34
strudel,0.397
strut,0.464
stub,0.367
stubbed,0.241
stubble,0.264
stubby,0.393
stucco,0.279
stuck,0.285
stuckup,0.363
studded,0.425
stuff,0.263
stuffed animal,0.306
stuffing,0.304
stuffy,0.406
stumble,0.259
stump,0.34
stumped,0.392
stun,0.451
stunned,0.356
stunner,0.492
stunted,0.275
stupefaction,0.48
stupefy,0.412
stupid,0.2
stupidity,0.151
stupidpeople,0.196
stupidrain,0.317
stupor,0.33
sturgeon,0.465
stutter,0.258
sty,0.225
suave,0.269
sub,0.312
subatomic,0.491
subconscious,0.415
subcutaneous,0.376
subdivide,0.348
subdivision,0.43
subduction,0.445
subdued,0.223
subdural,0.425
subjected,0.221
subjective,0.432
subjugation,0.377
sublevel,0.333
subliminal,0.464
submerge,0.456
submerged,0.357
submissive,0.173
subordinate,0.121
subordination,0.343
subplot,0.446
subsequence,0.413
subsequent,0.4
subsequently,0.336
subservient,0.339
subset,0.404
subside,0.209
subsidence,0.452
subsist,0.472
subsistence,0.491
subsoil,0.382
subspace,0.475
substandard,0.15
substantive,0.455
substation,0.491
substitute,0.398
substituted,0.394
substitution,0.353
subterranean,0.432
subtext,0.412
subtitle,0.347
subtle,0.228
subtlety,0.363
subtract,0.283
subtraction,0.349
subtype,0.42
suburb,0.441
suburban,0.453
suburbia,0.421
suburbs,0.286
subversion,0.415
subway,0.464
succumb,0.292
suck,0.377
sucker,0.204
sucking,0.377
sucks,0.302
sudden,0.435
suddenly,0.456
suds,0.255
suede,0.259
suffer,0.259
sufferer,0.278
suffering,0.235
suffix,0.364
suffocate,0.44
suffocating,0.429
suffocation,0.462
sugar,0.402
suicidal,0.382
suicide,0.429
suit,0.482
suitcase,0.318
suite,0.4
sulfate,0.429
sulfur,0.364
sulk,0.406
sullen,0.263
sully,0.37
sulphur,0.233
sum,0.42
summarize,0.471
summary,0.427
summerhouse,0.443
summertime,0.455
sump,0.34
sunburn,0.447
sundae,0.404
sunday,0.394
sundial,0.406
sundown,0.445
sundry,0.407
sunflower,0.27
sunglass,0.324
sunglasses,0.364
sunk,0.185
sunken,0.173
sunless,0.273
sunny,0.481
sunroof,0.425
sunscreen,0.462
sunset,0.298
suntan,0.366
sup,0.385
superficial,0.309
superfluous,0.393
superstition,0.418
suppertime,0.461
supplant,0.463
supple,0.436
supplement,0.491
supplication,0.309
suppose,0.348
supposed,0.379
supposing,0.357
surfboard,0.387
surly,0.493
surmise,0.347
surname,0.493
surrender,0.186
surrendering,0.245
surrogate,0.472
surroundings,0.492
survey,0.379
susceptibility,0.364
susceptible,0.304
sushi,0.394
suspected,0.452
suspend,0.368
suspended,0.368
suspense,0.402
suspension,0.426
suspicion,0.377
suspicious,0.431
suv,0.446
sux,0.331
swab,0.259
swallow,0.436
swami,0.491
swamp,0.235
swamped,0.27
swampy,0.412
swan,0.357
swank,0.442
swarm,0.458
swarming,0.435
swastika,0.491
sweat,0.297
sweater,0.295
sweating,0.265
sweatshirt,0.353
sweaty,0.304
sweep,0.383
sweeper,0.414
sweeping,0.355
sweet,0.382
sweeten,0.423
sweetened,0.398
sweetener,0.33
sweetest,0.37
sweets,0.321
swell,0.348
swelling,0.25
sweltering,0.362
swerve,0.357
swig,0.406
swill,0.322
swimsuit,0.269
swindle,0.439
swine,0.277
swing,0.481
swinger,0.482
swinging,0.312
swipe,0.266
swish,0.474
swollen,0.277
swoon,0.16
swoop,0.446
swordfish,0.442
syllable,0.417
symbiotic,0.406
symptom,0.434
symptomatic,0.491
synapse,0.491
syncope,0.398
syndrome,0.246
synonym,0.433
synonymous,0.4
synopsis,0.482
synthesis,0.377
syphilis,0.245
syringe,0.33
syrup,0.318
t-shirt,0.284
tab,0.308
tabasco,0.404
tabby,0.387
table,0.284
tableau,0.321
tablecloth,0.215
tablespoon,0.245
tablet,0.438
tableware,0.276
tabloid,0.444
taboo,0.482
tabular,0.462
tacit,0.473
tack,0.431
tacky,0.373
taco,0.277
tact,0.417
tactile,0.491
tad,0.25
tadpole,0.218
taffeta,0.405
taffy,0.204
tag,0.375
tail,0.293
tailed,0.351
tailgate,0.398
tailings,0.446
taillight,0.283
tailor,0.45
tailpipe,0.409
taint,0.226
take,0.348
takeout,0.368
talcum,0.291
tale,0.336
tallies,0.402
tallow,0.29
talon,0.475
tambourine,0.348
tampon,0.345
tan,0.444
tandem,0.485
tang,0.34
tangent,0.454
tangerine,0.395
tangle,0.254
tangled,0.316
tango,0.43
tank top,0.371
tanned,0.491
tantrum,0.404
taoism,0.456
tap,0.349
tape,0.254
tape measure,0.36
taper,0.415
tapering,0.237
tapestry,0.362
tapeworm,0.331
tapioca,0.324
taps,0.409
tardiness,0.26
tardy,0.293
tariff,0.491
tarmac,0.398
tarnish,0.342
tarot,0.43
tarp,0.364
tarry,0.388
tart,0.219
tartan,0.389
tartar,0.212
tassel,0.307
taste,0.465
tasteless,0.148
tat,0.404
tattler,0.434
tattletale,0.317
taunt,0.355
taupe,0.386
taut,0.457
tavern,0.475
tawdry,0.398
tawny,0.4
taxi,0.43
taxicab,0.355
tea,0.37
teacup,0.277
teahouse,0.288
teal,0.321
teapot,0.309
tear,0.327
tearful,0.184
tearsofjoy,0.455
teary,0.216
tease,0.432
teasing,0.352
teaspoon,0.221
teat,0.328
teatime,0.339
ted,0.336
teddy bear,0.192
tedious,0.241
tedium,0.298
tee,0.377
teens,0.44
teensy,0.347
teeny,0.216
teeth,0.427
teething,0.474
teflon,0.434
telegraph,0.4
telephone,0.425
telethon,0.473
teletype,0.455
tell,0.457
teller,0.443
telltale,0.426
temp,0.314
tempera,0.245
temperature,0.473
template,0.411
temporal,0.36
temporarily,0.373
temporary,0.324
ten,0.406
tenant,0.398
tend,0.412
tenderfoot,0.438
tenderness,0.367
tendon,0.463
tennis,0.431
tent,0.333
tentacle,0.398
tenth,0.382
tenths,0.284
tenuous,0.276
tepee,0.373
tepid,0.237
teriyaki,0.431
terminal,0.483
terminate,0.441
termite,0.408
tern,0.309
ternary,0.48
terrace,0.411
terrain,0.472
terribly,0.43
terrier,0.431
terrified,0.387
terror,0.415
terse,0.409
tertiary,0.431
testicle,0.41
testicular,0.453
testy,0.357
tetanus,0.368
tether,0.407
tethered,0.351
tetrahedral,0.423
text,0.402
textile,0.395
textural,0.445
texture,0.412
tgif,0.436
thankgod,0.466
thankless,0.497
thanks,0.461
thankyoulord,0.466
thatch,0.161
thatmoment,0.34
thaw,0.327
theatrics,0.486
theft,0.394
theism,0.481
thelittlethings,0.324
theme,0.427
thereabouts,0.285
thereof,0.281
therewith,0.398
thermocouple,0.422
thermometer,0.473
thermos,0.328
thermostat,0.321
thickening,0.434
thicket,0.324
thickness,0.443
thief,0.443
thimble,0.218
thin,0.356
thing,0.26
things,0.368
thingy,0.158
third,0.304
thirds,0.345
thirst,0.307
thirsty,0.31
thirteen,0.331
thirteenth,0.425
thirty,0.316
thistle,0.357
thither,0.316
thong,0.269
thorn,0.427
thoroughfare,0.49
thoughtless,0.452
thousand,0.48
thrash,0.472
thread,0.209
threatened,0.354
three,0.377
thrice,0.462
throat,0.346
throbbing,0.491
throes,0.235
throwback,0.356
thrush,0.454
thumb,0.361
thumbprint,0.451
thumper,0.457
thwart,0.409
thx,0.461
thyme,0.325
thyroid,0.373
tiara,0.472
tibia,0.425
tic,0.25
tick,0.412
ticked,0.455
ticket,0.434
tickle,0.342
tickled,0.364
ticklish,0.345
tidbit,0.385
tide,0.42
tie,0.431
tiff,0.343
tightrope,0.279
tights,0.269
tilde,0.321
tile,0.348
tiling,0.315
till,0.319
tiller,0.29
tilt,0.463
tilting,0.34
timber,0.386
timbre,0.296
timeout,0.322
timepiece,0.461
times,0.439
timetable,0.491
timewasters,0.291
timid,0.132
timidity,0.153
tin,0.217
tincture,0.402
tine,0.284
tinfoil,0.311
tinge,0.264
tingle,0.264
tingling,0.34
tinker,0.275
tinkering,0.448
tinkle,0.356
tinkling,0.324
tinnitus,0.411
tinsel,0.473
tint,0.273
tiny,0.125
tipper,0.431
tipster,0.49
tiptoe,0.407
tire,0.381
tired,0.191
tiredness,0.242
tiredofit,0.204
tiresome,0.153
tiring,0.176
tissue,0.345
tistheseason,0.435
tit,0.388
tithe,0.385
titty,0.294
toad,0.196
toast,0.356
toaster,0.387
toasty,0.396
tobacco,0.387
toby,0.33
tod,0.384
today,0.362
toddler,0.368
toe,0.293
toenail,0.306
toffee,0.396
tofu,0.283
toga,0.373
toilet,0.233
toils,0.482
token,0.414
tolerable,0.374
toll,0.453
tomato,0.275
tomatoes,0.272
tomb,0.343
tombstone,0.311
tomcat,0.386
tome,0.492
tomorrow,0.407
tone,0.411
toner,0.368
tong,0.37
tongs,0.321
tongue,0.482
tonsils,0.283
toocold,0.379
toolbox,0.472
toomuchtodo,0.355
toot,0.373
tooth,0.367
toothache,0.412
toothbrush,0.321
toothed,0.352
toothless,0.272
toothpaste,0.371
toothpick,0.185
toots,0.451
topaz,0.384
topic,0.427
topless,0.414
tor,0.418
torment,0.387
tormented,0.323
torn,0.283
torque,0.406
torsion,0.402
torso,0.473
tort,0.455
tortious,0.491
tortoise,0.25
tortuous,0.382
tortured,0.361
tot,0.311
touch,0.455
touched,0.404
touching,0.491
touchy,0.343
toupee,0.324
tourist,0.43
tourmaline,0.441
tourniquet,0.398
tout,0.375
towel,0.286
townhouse,0.443
toxic,0.492
toxicity,0.491
toxin,0.456
toy,0.275
trace,0.483
traces,0.389
trachea,0.387
tract,0.339
tractable,0.469
traffic light,0.479
trafficking,0.399
tragedies,0.442
tragedy,0.34
tragic,0.396
trail,0.455
trailer,0.473
train set,0.464
trainee,0.352
trait,0.453
traitor,0.491
traitorous,0.412
tram,0.492
tramp,0.182
trampoline,0.391
trance,0.382
tranquil,0.355
tranquility,0.442
transferred,0.409
transient,0.43
transistor,0.444
transitional,0.491
transitive,0.414
transitory,0.407
translate,0.462
translator,0.473
translucent,0.389
transom,0.417
transportation,0.472
transpose,0.467
transsexual,0.423
transvestite,0.373
trap,0.391
trapdoor,0.462
trapped,0.38
trapper,0.491
trapping,0.491
trappings,0.37
traps,0.481
trash,0.154
trashy,0.161
trauma,0.453
traumatic,0.427
travesty,0.407
trawl,0.464
trawler,0.405
tray,0.345
treacherous,0.402
treachery,0.448
tread,0.426
treadmill,0.436
treat,0.436
treble,0.466
tree,0.442
trellis,0.389
tremble,0.388
trembling,0.324
tremor,0.455
trench,0.429
trepidation,0.464
triage,0.479
triangle,0.352
triangular,0.397
tribal,0.482
tribulation,0.484
trick,0.409
trickery,0.336
trickle,0.231
trickster,0.446
tricycle,0.368
trifle,0.221
trifling,0.183
trig,0.415
trim,0.43
trimming,0.325
trine,0.317
trinket,0.368
trio,0.473
tripe,0.438
triple,0.481
tripod,0.483
tripping,0.293
trite,0.29
tritium,0.422
trivia,0.473
trivial,0.337
troll,0.327
trolley,0.464
tropics,0.412
trot,0.396
trouble,0.452
troubled,0.385
troubles,0.269
troublesome,0.404
trough,0.34
trousers,0.442
trout,0.298
trowel,0.25
truce,0.453
truculent,0.498
truffle,0.418
truism,0.48
trumpet,0.393
truncate,0.412
truncated,0.439
trundle,0.414
trunk,0.404
tryout,0.472
tub,0.265
tuba,0.381
tubby,0.353
tube,0.409
tuberculosis,0.424
tubing,0.358
tubular,0.464
tubule,0.333
tuck,0.361
tucker,0.429
tuesday,0.33
tufted,0.406
tuition,0.436
tulip,0.356
tumble,0.272
tumbler,0.352
tumbleweed,0.427
tummy,0.23
tumor,0.324
tumour,0.464
tun,0.364
tuna,0.304
tune,0.426
tunic,0.391
tunnel,0.412
turban,0.426
turbidity,0.393
turd,0.383
turf,0.295
turkey,0.247
turmeric,0.312
turmoil,0.417
turn,0.482
turnaround,0.407
turning,0.42
turnip,0.254
turnkey,0.427
turnoff,0.327
turnpike,0.462
turntable,0.406
turquoise,0.357
turtle,0.271
turtleneck,0.327
tutu,0.233
tux,0.462
tv,0.393
twain,0.37
twat,0.404
twats,0.383
tweak,0.452
tweed,0.412
tweezers,0.295
twelve,0.412
twentieth,0.346
twenty,0.286
twerp,0.384
twig,0.236
twill,0.353
twin,0.453
twine,0.337
twinge,0.471
twirl,0.409
twist,0.337
twisted,0.311
twit,0.198
twitching,0.482
twitchy,0.281
two,0.404
two step,0.327
twofaced,0.384
tyke,0.3
type,0.364
typewriter,0.418
typhoid,0.401
typical,0.426
typo,0.255
tyre,0.407
ugliness,0.267
ugly,0.254
uhoh,0.284
ukulele,0.365
ulcer,0.377
ulterior,0.49
ultimo,0.3
umbilical,0.333
umbra,0.337
umbrella,0.255
unabashed,0.488
unabated,0.466
unable,0.193
unacceptable,0.33
unaccompanied,0.297
unaccounted,0.361
unacknowledged,0.116
unaided,0.336
unannounced,0.291
unanswered,0.219
unanticipated,0.327
unappreciated,0.209
unapproved,0.254
unarmed,0.241
unassisted,0.211
unassuming,0.471
unattached,0.283
unattended,0.167
unattractive,0.208
unauthorized,0.259
unavailable,0.159
unavoidable,0.445
unaware,0.31
unbalanced,0.343
unbearable,0.447
unbecoming,0.288
unbelief,0.407
unborn,0.216
unbound,0.283
unbridled,0.448
unbutton,0.311
uncalled,0.222
uncanny,0.43
uncaring,0.321
uncertain,0.164
uncertainty,0.282
unchanged,0.237
uncharted,0.413
uncherished,0.28
uncivilized,0.4
unclaimed,0.278
unclean,0.134
unclear,0.202
uncomfortable,0.214
uncommon,0.373
uncomplicated,0.453
unconcerned,0.298
unconfirmed,0.339
unconnected,0.213
unconscionable,0.429
unconscious,0.195
unconsciousness,0.121
unconstitutional,0.491
unconventional,0.288
unconvinced,0.228
unconvincing,0.144
uncooked,0.241
uncooperative,0.246
uncorrelated,0.316
uncouth,0.35
uncritical,0.412
uncut,0.278
undead,0.406
undecided,0.127
undefined,0.35
underage,0.3
underbelly,0.361
undercover,0.483
underdog,0.226
underestimate,0.193
undergo,0.339
underground,0.452
underlay,0.458
underlie,0.275
underlying,0.452
undermine,0.413
undermined,0.394
underneath,0.158
underpaid,0.209
underpants,0.276
underprivileged,0.172
underrated,0.333
underscore,0.306
undersea,0.425
undersized,0.298
understaffed,0.302
understatement,0.473
understudy,0.42
undertow,0.231
underwear,0.375
underwrite,0.423
undeserved,0.283
undesirable,0.26
undesired,0.235
undetected,0.268
undetermined,0.353
undeveloped,0.254
undignified,0.308
undirected,0.31
undisclosed,0.314
undiscovered,0.261
undisturbed,0.434
undivided,0.49
undo,0.349
undoing,0.298
undress,0.336
undressed,0.356
undue,0.318
unearned,0.213
uneasiness,0.241
uneasy,0.349
uneducated,0.246
unemployed,0.23
unemployment,0.297
unencumbered,0.472
unending,0.454
unequal,0.202
unethical,0.269
uneven,0.24
uneventful,0.41
unexpected,0.333
unexpectedly,0.462
unexplained,0.349
unexplored,0.388
unfair,0.19
unfairness,0.336
unfaithful,0.298
unfamiliar,0.273
unfavorable,0.232
unfeeling,0.345
unfinished,0.264
unfit,0.185
unfollow,0.293
unforgivable,0.49
unfortunate,0.195
unfortunately,0.281
unfounded,0.41
unfreeze,0.375
unfriendly,0.458
unfulfilled,0.268
unfurnished,0.272
unglued,0.352
ungodly,0.388
ungrateful,0.275
unguarded,0.205
unhand,0.361
unhappiness,0.222
unhappy,0.155
unharmed,0.491
unhealthy,0.214
unhelpful,0.118
unholy,0.445
unhook,0.31
unicorn,0.48
unidentified,0.199
unimpeached,0.433
unimportant,0.175
unimpressed,0.327
unimproved,0.144
uninfected,0.389
uninformed,0.182
uninhabited,0.221
uninitiated,0.288
uninspired,0.26
unintelligible,0.283
unintended,0.349
unintentional,0.306
unintentionally,0.286
uninterested,0.328
uninteresting,0.228
uninvited,0.307
unisex,0.417
unjust,0.278
unjustifiable,0.394
unjustified,0.314
unkind,0.31
unknowable,0.396
unknown,0.204
unlawful,0.402
unlicensed,0.196
unlike,0.418
unlikely,0.245
unlisted,0.218
unloaded,0.331
unlucky,0.198
unmanageable,0.482
unmanned,0.324
unmarked,0.433
unmitigated,0.422
unmoved,0.36
unnamed,0.284
unnatural,0.434
unnecessary,0.19
unneeded,0.245
unnoticed,0.26
unnumbered,0.331
unobserved,0.257
unobtrusive,0.402
unoccupied,0.412
unofficial,0.255
unopened,0.265
unordered,0.19
unorganised,0.212
unorganized,0.173
unorthodox,0.441
unpack,0.445
unpaid,0.365
unpleasant,0.185
unpleasantness,0.264
unplug,0.404
unplugged,0.318
unpopular,0.164
unprepared,0.152
unpretentious,0.41
unproductive,0.237
unprofessional,0.17
unprofitable,0.217
unprotected,0.197
unproven,0.216
unprovoked,0.385
unpublished,0.481
unqualified,0.173
unravel,0.455
unread,0.214
unreal,0.296
unrealistic,0.245
unreasonable,0.264
unrecorded,0.35
unregistered,0.266
unregulated,0.421
unrelated,0.264
unreliable,0.24
unremarkable,0.23
unrepentant,0.413
unrequited,0.179
unresolved,0.173
unresponsive,0.244
unrest,0.231
unromantic,0.307
unsafe,0.147
unsanitary,0.269
unsatisfactory,0.189
unsatisfied,0.241
unsavory,0.353
unscheduled,0.3
unscientific,0.321
unscrew,0.396
unscrupulous,0.465
unseat,0.312
unseen,0.421
unselfish,0.377
unsettled,0.17
unsightly,0.373
unsolicited,0.28
unsolved,0.235
unsophisticated,0.339
unsound,0.272
unspeakable,0.393
unspecified,0.165
unspoken,0.208
unstable,0.15
unsteady,0.19
unsuccessful,0.106
unsuitable,0.3
unsung,0.314
unsupervised,0.442
unsupported,0.221
unsure,0.217
unsuspecting,0.413
unsustainable,0.406
unsweetened,0.3
unsympathetic,0.281
untenable,0.425
untested,0.348
unthinkable,0.481
untidy,0.254
untie,0.472
untimely,0.233
untitled,0.24
untold,0.191
untoward,0.291
untrained,0.282
untranslated,0.264
untrue,0.188
untrustworthy,0.287
unturned,0.316
unused,0.234
unusual,0.361
unusually,0.358
unverified,0.18
unwanted,0.205
unwarranted,0.345
unwary,0.402
unwashed,0.36
unwed,0.459
unwelcome,0.269
unwell,0.221
unwilling,0.179
unwillingly,0.182
unwillingness,0.113
unwind,0.394
unwise,0.304
unwitting,0.344
unwittingly,0.264
unworthy,0.226
unwritten,0.272
upholstery,0.386
uppity,0.417
uproar,0.462
upset,0.33
upstart,0.455
uptight,0.333
uranium,0.49
urchin,0.373
urinal,0.306
urinalysis,0.398
urinate,0.353
urination,0.232
urine,0.169
urn,0.295
usage,0.426
use,0.409
used,0.287
useless,0.184
user,0.442
usual,0.4
usurp,0.433
usurped,0.438
usury,0.43
utensil,0.383
vacancy,0.418
vacant,0.464
vacate,0.397
vacuolar,0.439
vacuole,0.481
vacuous,0.304
vacuum,0.134
vagabond,0.144
vaginal,0.42
vagrancy,0.277
vagrant,0.25
vague,0.083
vagueness,0.221
vainly,0.169
valance,0.371
vale,0.387
valet,0.389
valium,0.443
valley,0.386
valve,0.471
vamoose,0.389
van,0.425
vandal,0.473
vane,0.231
vanilla,0.284
vanish,0.347
vanished,0.255
vanishing,0.322
vanity,0.439
vanquished,0.176
vapor,0.318
vara,0.407
variable,0.4
variation,0.406
variations,0.353
varicella,0.314
varicose,0.368
varied,0.472
variegated,0.406
various,0.342
varmint,0.411
varnish,0.361
vary,0.413
varying,0.385
vase,0.215
vasectomy,0.431
vassal,0.196
vaudeville,0.472
veal,0.41
vector,0.482
veer,0.338
vega,0.434
vegan,0.357
vegetable,0.289
vegetarian,0.407
vegetarianism,0.407
vegetative,0.351
veggie,0.409
veil,0.415
veiled,0.324
vein,0.318
veined,0.294
vellum,0.321
velour,0.412
velvet,0.304
velvety,0.493
vena,0.345
veneer,0.289
venereal,0.424
venetian,0.464
venison,0.296
venom,0.491
venous,0.453
ventilator,0.344
venting,0.418
ventricle,0.464
ventricular,0.475
venue,0.395
veranda,0.439
verb,0.414
verbosity,0.451
verdant,0.389
verge,0.305
vermin,0.385
vermouth,0.425
vernal,0.451
veronica,0.402
verse,0.336
versus,0.447
vert,0.434
vertex,0.491
vertical,0.492
vertigo,0.445
very negative,0.148
vesicle,0.379
vesicular,0.483
vest,0.371
vestibule,0.422
vestige,0.454
vexed,0.413
vial,0.445
vice,0.48
vicinity,0.466
vicious,0.407
victim,0.202
victimized,0.273
video,0.427
video game,0.414
videotape,0.384
vigil,0.491
vignette,0.382
villa,0.345
village,0.336
villainous,0.47
vinaigrette,0.3
vine,0.405
vinegar,0.356
vintage,0.481
vinyl,0.44
viola,0.481
violation,0.413
violet,0.401
violin,0.389
virgin,0.462
virginal,0.464
virtual,0.463
virulence,0.438
virus,0.443
visage,0.482
viscosity,0.454
viscous,0.409
vise,0.451
visit,0.445
visitor,0.461
visor,0.265
vista,0.45
visual,0.462
vitreous,0.396
vixen,0.414
vocal,0.34
vodka,0.491
voiceless,0.131
voicemail,0.406
void,0.13
volley,0.336
volleyball,0.458
vomit,0.188
vomiting,0.157
voodoo,0.453
votive,0.453
vowel,0.311
voyeur,0.466
vulgar,0.445
vulgarity,0.346
vulnerability,0.267
vulnerable,0.245
vulture,0.472
wacko,0.33
wacky,0.321
wad,0.259
waddle,0.388
wade,0.472
wafer,0.313
waffle,0.327
wag,0.481
wagon,0.474
wail,0.393
waist,0.351
waistcoat,0.389
waistline,0.32
wait,0.264
waiter,0.295
waiting,0.333
waitinggame,0.406
waitress,0.352
waive,0.311
waiver,0.373
walk,0.45
walkout,0.427
wallaby,0.391
wallflower,0.342
wallow,0.491
wallpaper,0.308
walnut,0.255
walrus,0.361
waltz,0.315
wan,0.31
wand,0.315
wander,0.33
wanderer,0.396
wandering,0.357
wane,0.098
waning,0.3
wanker,0.446
wannabe,0.337
wannasleep,0.345
warbler,0.311
ward,0.254
wardrobe,0.336
ware,0.455
warehouse,0.446
warp,0.373
warped,0.304
warren,0.464
wart,0.205
wash,0.297
washed,0.392
washer,0.365
washing,0.402
washout,0.389
washroom,0.446
wasp,0.406
waste,0.184
wastebasket,0.286
wasted,0.259
wasteful,0.409
wasteland,0.391
wasting,0.207
watch,0.423
watchout,0.455
water,0.429
waterbed,0.296
watercourse,0.466
watered,0.377
watering can,0.336
watermelon,0.239
watery,0.292
wave,0.49
waver,0.255
wavering,0.384
wavy,0.345
wax,0.309
waxed,0.408
waxy,0.308
way,0.42
ways,0.425
wayward,0.409
weak,0.045
weaken,0.223
weakened,0.092
weakling,0.087
weakly,0.111
weakness,0.125
wear,0.255
wearily,0.128
weariness,0.226
wearing,0.461
weary,0.202
weasel,0.337
weave,0.172
wed,0.448
wedge,0.278
wee,0.315
weed,0.364
weeding,0.454
weeds,0.315
weedy,0.352
weeeee,0.283
week,0.351
weekly,0.38
weenie,0.284
weep,0.164
weeping,0.168
weeping willow,0.312
weepy,0.116
weigh,0.375
weighing,0.468
weightless,0.375
weightloss,0.393
weir,0.363
weird,0.402
weirdness,0.364
weirdo,0.328
welding,0.491
wellhead,0.373
welt,0.37
wen,0.38
wench,0.352
west,0.414
westbound,0.439
wet,0.185
wetback,0.293
wham,0.423
whammy,0.345
wharf,0.472
whatdoido,0.43
whatif,0.351
whatmakesmesmile,0.482
whatnot,0.363
whatsoever,0.302
whatsthepoint,0.398
wheat,0.25
wheel,0.446
wheel barrow,0.363
wheelbarrow,0.404
wheelchair,0.245
wheels,0.386
wheeze,0.461
whelp,0.31
whereabouts,0.356
wherefore,0.402
wherewith,0.404
wherewithal,0.321
whet,0.43
whiff,0.331
whilst,0.388
whim,0.467
whimper,0.308
whimsical,0.371
whimsy,0.455
whine,0.218
whiny,0.375
whipped,0.361
whirlpool,0.442
whisk,0.412
whisker,0.343
whiskers,0.27
whiskey,0.441
whisky,0.49
whisper,0.265
whispered,0.309
whistle,0.463
white,0.42
whitefish,0.333
whitewash,0.276
whitish,0.365
whittle,0.427
whoo,0.311
whoop,0.443
whopper,0.432
whore,0.333
whorehouse,0.462
wick,0.309
wickedness,0.443
wicker,0.388
wicket,0.471
wide,0.472
widow,0.265
widowed,0.333
widower,0.325
wiener,0.391
wienie,0.327
wig,0.18
wiggle,0.359
wight,0.395
wiki,0.455
wildcat,0.481
wildebeest,0.464
wilderness,0.29
willies,0.42
willow,0.4
wilt,0.312
wilted,0.186
wimp,0.125
wimpy,0.134
wince,0.294
winch,0.449
windbag,0.391
winding,0.361
windmill,0.412
window,0.385
windowsill,0.433
windshield,0.333
wine,0.457
wine cooler,0.42
wing,0.389
wink,0.304
wino,0.349
winterbreak,0.491
wintertime,0.404
wintery,0.463
wintry,0.445
wire,0.245
wiretap,0.454
wiring,0.431
wis,0.406
wishbone,0.426
wishing,0.491
wishmeluck,0.465
wisp,0.417
wistful,0.312
witch,0.473
withal,0.381
withdraw,0.336
withdrawal,0.226
withdrawals,0.464
withdrawn,0.221
wither,0.259
withered,0.16
withering,0.345
withhold,0.444
withholding,0.48
witless,0.179
wiz,0.441
wobble,0.35
wobbly,0.225
woe,0.204
woeful,0.255
woefully,0.269
wokemeup,0.444
womanizer,0.471
womanly,0.473
wont,0.291
woo,0.43
wood,0.373
wooden,0.318
woodland,0.48
woodlands,0.473
woodpecker,0.445
woods,0.364
woodshed,0.312
woody,0.396
woof,0.404
woohoo,0.451
wool,0.345
woolen,0.307
woolly,0.32
woot,0.481
woozy,0.306
wop,0.394
word,0.482
words,0.473
workload,0.49
worldly,0.295
worm,0.219
wormhole,0.483
wormwood,0.355
worn,0.189
worried,0.395
worries,0.363
worry,0.267
worrying,0.296
worse,0.225
worsening,0.202
worstfeeling,0.308
worthless,0.153
wot,0.357
would,0.427
wound,0.31
wounded,0.275
wounding,0.454
wounds,0.345
wracking,0.454
wrap,0.275
wrapper,0.391
wrapping,0.462
wrathful,0.446
wreak,0.498
wreck,0.339
wreckage,0.333
wrecked,0.28
wrecker,0.474
wrenching,0.483
wretch,0.25
wretched,0.19
wriggle,0.404
wright,0.389
wring,0.348
wringer,0.321
wrinkle,0.274
wrinkled,0.2
wrist,0.265
wristband,0.292
wristwatch,0.308
wrong,0.48
wrongdoing,0.451
wrongful,0.347
wrongly,0.202
xanax,0.446
xerox,0.448
xoxo,0.4
yaaaay,0.326
yaaay,0.33
yaay,0.327
yak,0.422
yam,0.152
yap,0.37
yard,0.349
yarn,0.233
yaw,0.491
yawn,0.139
yawning,0.15
yay,0.345
yayy,0.355
yayyy,0.381
